"Feature","GSM468603.CEL.x","GSM468604.CEL.x","GSM468621.CEL.x","GSM468605.CEL","GSM468607.CEL","GSM468609.CEL.x","GSM468610.CEL.x","GSM468611.CEL.x","GSM468622.CEL.x","GSM468612.CEL","GSM468615.CEL.x","GSM468616.CEL.x","GSM468623.CEL.x","GSM468617.CEL","GSM468618.CEL","GSM468606.CEL","GSM468608.CEL","GSM468613.CEL","GSM468614.CEL","GSM468619.CEL","GSM468620.CEL"
"AKT1",8.594620437,8.189343989,8.685603928,8.462753296,7.866750284,8.060450455,8.122220235,8.315258796,8.675377468,8.15021121,8.089768793,7.760938515,8.396777167,8.336748,7.799768594,8.930178698,8.727222328,8.404222095,8.317609343,8.887221986,8.169946744
"AKT2",7.436140033,7.78022804,7.0144398,6.899451319,6.732166178,7.492811667,7.81826619,6.604515325,7.390416491,6.964974824,7.57720115,7.594109448,7.065458402,6.742019302,6.725580508,7.002279655,6.941602922,6.710172924,7.0144398,6.820933864,6.897791257
"ALAD",5.478551865,6.014032328,6.286513509,5.610503846,5.946366925,6.021339735,5.859044505,5.535864343,6.073267461,5.914211532,5.837337561,5.83564611,5.93233606,5.82772207,5.638018212,5.583273409,5.723474099,5.871337287,5.549774739,5.287886244,5.476764615
"ALAS1",8.391773335,8.354814814,8.210370219,8.476391194,8.50239368,8.504484027,8.560203036,8.528600904,8.426387746,8.621184353,8.643175735,8.570841764,8.349078485,8.839875234,8.679981496,8.403913252,8.370280346,8.485944946,8.463103432,8.818723743,8.596969781
"ALAS2",3.097028567,2.994772888,3.195450002,3.185180344,3.105145801,3.146224033,3.112484564,3.107257546,3.265619885,3.121149434,3.253118964,2.954888143,3.097028567,3.097028567,3.062846347,3.2744768,3.072625248,3.020116332,2.93248706,3.029648305,3.035528177
"ALCAM",7.798743712,6.472672905,8.08790706,8.932665334,8.327586472,7.717474336,6.747818424,8.762910201,7.785330972,8.245006662,7.971554237,6.792676562,7.39028732,8.872367759,8.423363169,8.590617261,8.488280255,8.186678383,8.374802419,8.722421112,8.125750359
"ABCD1",6.014650299,6.272373208,6.177156706,6.313057512,6.371709054,6.061002266,6.252094516,6.037498658,6.222909884,6.085520648,5.905020842,6.037498658,6.060092006,5.893420572,6.016002242,5.829861135,6.24733989,5.844200858,5.768094386,5.582253506,5.638894712
"ALDH1A1",11.60656742,11.00565927,10.95765003,10.74425478,8.996468394,11.65364566,10.96932947,10.6523309,10.98228193,9.011232452,11.43367234,10.77061779,10.54974945,10.40220196,8.866966471,11.78807913,10.75636114,11.58070817,10.86600679,11.53414164,10.63077148
"ALDH2",9.790126797,9.898917931,9.967622755,9.949204113,9.943946538,9.595327492,9.904888257,9.904888257,10.00792009,9.939732855,9.473680608,9.884754248,9.881362479,9.818068579,9.915951336,10.25654996,10.03097165,9.904888257,9.862896128,10.06712698,9.772218957
"ALDH3A1",4.729017119,4.824908931,4.848623588,4.811728727,5.309428869,4.843492705,4.747574896,4.555758087,4.729017119,4.937147369,4.389424064,4.432407281,4.855830606,4.670255891,5.148766895,4.330187062,4.740799552,4.547954134,4.975557521,4.466917906,4.731967296
"ALDH1B1",6.193064205,6.176513127,6.388255188,6.159446615,6.647338323,6.42684274,6.232683779,6.252744494,6.34579984,6.323680139,6.253133701,6.264767644,6.29070852,6.370928454,6.374445003,6.563360882,6.603902277,6.609118258,6.689205466,6.667767342,6.492486795
"ALDH1A3",6.888548086,6.391592063,6.952058804,6.17853825,5.90259523,6.607872879,6.276269065,6.276269065,6.981761518,5.776156571,6.536980432,5.924331537,6.588263033,6.271992492,5.550510183,6.319336902,5.888771801,6.106580942,6.190499532,6.470350405,5.673545718
"ALDH3B1",5.435417177,5.171871775,5.557444204,5.6069849,5.18349698,5.508093922,5.141914892,5.472196755,5.361277074,5.042016049,5.552025508,5.38181858,5.342092631,5.435729457,5.223927281,5.289865752,5.060809642,5.588607651,5.219312959,5.131583237,5.125243765
"ALDH3B2",2.79666727,3.026253794,3.034894451,2.870595325,3.026253794,3.026253794,3.026253794,3.084913735,3.166085121,2.935993413,2.902445001,3.073289778,2.92814121,3.026253794,2.935993413,3.039688004,3.026253794,3.137489389,3.214924649,3.082943396,2.914078412
"ALDH9A1",9.651695221,9.969502999,10.13839657,9.851484477,10.52721443,9.519668023,9.882910005,10.102853,10.20113434,10.47357405,9.502187758,9.570150984,10.15589267,9.915926167,10.19551233,10.01503609,10.21593902,9.837740342,10.23536811,9.64266397,9.808247382
"ALDH3A2",8.614137981,8.482272755,8.657792124,7.676545276,7.312102054,8.7004951,8.402715484,7.767648914,8.563358476,7.100556736,8.774838711,8.571920113,8.666083461,7.953493611,7.167824648,8.56853987,8.394908879,8.612363791,8.190469033,8.615446406,8.161312976
"ALDOA",8.006181233,8.375668152,8.45732483,7.837701464,7.997970829,7.947785274,8.116724924,7.54746409,8.280778771,7.939426591,7.807022937,8.185542987,8.008432801,7.599990028,8.0451458,7.739349299,8.330345275,7.899019311,8.196640537,7.901427327,8.111208541
"ALDOB",5.427872677,5.085919799,5.323776904,5.351064022,5.217585876,5.469490611,5.046118209,5.247987849,5.311683245,5.054506719,5.498663425,5.213664497,5.433541724,5.601420065,5.069106163,5.277172489,5.181383515,5.307750416,5.008226104,5.1270325,5.189504267
"ALDOC",5.991445303,6.087542381,6.013570304,5.844507936,5.894391497,6.120490305,5.826370923,5.74668045,6.046076263,5.571506328,6.028752767,5.8905235,6.031697598,5.801931566,5.145221161,6.379617858,6.580106845,6.432390415,6.355491846,6.548798481,6.642864793
"AKR1B1",10.62712378,10.69800094,10.9078934,10.62911427,10.67311264,10.57569188,10.5185049,10.54459206,10.76501872,10.52170071,10.41539731,10.37471987,10.52188264,10.60741155,10.52390486,10.50675902,10.8287378,10.51856236,10.53390133,10.44200963,10.4328192
"ALK",3.807260947,3.765399876,3.785922303,3.886155506,4.015807984,3.682505001,3.933270607,3.954236345,3.724448779,3.893438226,4.211372558,3.882355812,3.922879241,4.124012922,4.073588221,3.614099963,3.483778868,4.003866377,3.882355812,3.882355812,4.026329866
"ALOX12",3.228687635,3.597207284,3.383821196,3.815666725,3.504475216,3.640786156,3.480255207,3.519808198,3.707453036,3.424465625,3.540939397,3.45617817,3.439449202,3.454309806,3.437594438,3.438621446,3.533592889,3.504475216,3.582517543,3.591167194,3.402002421
"ALOX5",3.04070154,2.996046478,3.171914816,2.981875349,2.995666482,3.026253794,3.45693667,3.07112759,3.213960572,3.026253794,3.210493739,2.954380035,3.060726785,3.087739311,2.903833501,2.9864209,3.026253794,3.06602773,2.952501751,2.95692106,3.058516544
"ALOX5AP",4.127371846,4.217850084,4.340294804,4.32177274,4.16633064,4.391547847,4.389556326,4.428092612,4.319770828,4.170582741,4.62214259,4.246443344,4.403229481,4.35902701,4.110221106,4.81997888,4.447034604,4.71822189,4.524429574,4.751159631,4.278345008
"ALPL",3.393357328,3.289630544,3.578058414,3.303734792,3.237507979,3.452058832,3.123026463,3.561629641,3.871741604,3.200790405,3.208570286,3.301392266,3.452058832,3.305255809,3.393357328,3.393357328,3.280779734,3.672282689,3.267821588,3.493252479,3.605267747
"AMD1",8.556493807,8.148843579,8.377321899,8.435429972,8.537229065,8.949267852,8.577975271,8.859343151,8.524835115,8.824614991,8.609080986,8.351416419,8.539218443,8.401208231,8.347757256,8.577975271,8.491141607,9.122954996,8.787099048,8.815522778,8.956874952
"AMELX",3.092883655,3.167376278,3.044948301,3.133117439,2.941817611,3.230334948,3.11541245,3.112353739,3.12433351,2.869224437,3.202042041,3.287418066,3.11541245,3.05523191,3.235251593,3.167008495,3.136734436,3.172204653,3.056893238,3.200412471,3.11541245
"AMFR",5.040822454,6.555877711,6.680049472,4.407493959,6.88225255,4.465449866,6.684823678,4.415912642,6.384976087,6.756306796,4.447956058,6.554051534,6.665863786,4.792959752,6.88225255,4.805108416,6.856999475,4.892063217,6.90347391,5.010282268,6.925106982
"AMPD2",7.17634234,7.056433159,7.295428191,7.264739114,7.621018872,6.968915916,7.130773538,7.151695025,7.531048631,7.769771434,6.935535935,7.139561308,7.299379949,7.324995109,7.538515526,7.155971663,7.564382519,7.27696337,7.555317811,7.44284664,7.504022714
"AMPD3",4.830147402,5.092548558,5.194340162,4.870899178,4.919488429,4.869372609,5.59316646,4.701516056,5.299449793,4.498366084,4.740905333,4.612453698,5.026050037,4.399604368,4.478957635,4.925913585,5.031949594,4.693636714,5.128008217,4.549598876,4.38619447
"AMPH",4.467228294,5.391347758,6.804739021,4.747521449,5.216385128,4.354980282,5.383185122,4.663843641,6.616786498,5.269413387,4.90620415,5.427872677,6.118391434,5.03583745,5.339552448,5.439382141,6.587734119,4.840535543,6.518781438,5.567460755,6.714561915
"BIN1",8.095353813,8.166351778,7.851081363,8.052974023,8.279623898,7.912060678,8.142971437,7.917384094,8.045149345,8.368200699,7.313778354,7.48616174,7.320476566,7.527150364,7.622498819,8.1985223,8.344069831,8.004138819,8.219950717,7.494368988,7.875858213
"AMT",5.415304154,5.440115289,5.566455634,5.329899356,5.415304154,5.192481329,5.783904853,5.310360105,5.415304154,5.184021238,5.433821754,5.493676309,5.273828411,5.306083532,5.146848696,5.474838994,5.192834076,5.214186119,5.415304154,5.358222835,5.443281096
"ANG",5.567943449,5.961017667,5.938652538,5.593335607,5.812450741,5.844707314,5.838304349,5.461521529,5.939937175,5.690024078,5.795250269,6.296704832,5.729794126,5.85994269,6.141586973,5.860547721,6.122463784,6.054656963,6.309639416,6.351982808,6.644095909
"ANGPT1",4.507637564,3.932584817,4.257315144,4.115964882,3.746227264,4.404224226,3.69696008,4.374266272,4.089109249,3.836597238,4.064520658,3.4783722,4.118142117,4.228703406,3.514053955,4.6670878,4.018036476,4.569676265,3.840662261,4.359027295,3.916842038
"ANGPT2",5.878217778,4.117036319,5.770819196,8.010596107,8.479047711,6.342426816,5.184619768,7.983548018,5.590459586,8.866523504,7.251882872,6.005922341,6.184874207,8.664958889,9.128035833,5.944837149,4.963483686,5.962904653,5.47668951,6.986443017,5.753285979
"ANK1",3.93115855,4.071953676,4.160495756,4.140000522,4.124012922,3.76548017,4.081925062,4.036253864,4.014687705,4.220803483,3.951807105,4.185127699,3.981410984,3.904401427,4.284766261,3.839607513,4.190954817,4.072875347,3.913992923,3.741240581,3.752352391
"ANK2",3.378837088,3.174276282,3.213797423,3.62296342,3.281435361,3.205998069,3.137875914,3.350374694,3.264146924,3.348676363,3.270088782,3.20895617,3.329541378,3.216365753,3.306651974,3.447076073,3.243582807,3.310050379,3.252772062,3.271083112,3.202950775
"ANK3",5.161960085,6.586351786,6.020031512,4.665913396,5.553335303,5.024281562,6.248205458,4.43790774,6.079487701,5.482175281,4.269908166,5.521438204,5.40186895,4.632282544,5.40186895,4.90285821,6.527556368,4.541163612,6.500301194,5.021083384,5.656000086
"ANPEP",10.14453298,10.24035812,10.09274767,10.71929828,10.60579395,9.900552955,10.04896055,10.47623264,10.09878293,10.57775886,9.868426154,9.905489309,9.857551397,10.5422981,10.51444471,10.27817417,10.06373485,10.08145421,10.06268242,10.07298184,9.763939145
"SLC25A4",3.129280074,3.450335779,3.090327641,3.463042323,3.524412255,3.29845789,3.252244763,3.332921545,3.420354497,3.055243881,3.390979308,3.117631274,3.072784154,3.255772415,3.304192055,3.433837908,3.139604412,3.304904801,3.402822072,3.255129461,3.303734792
"SLC25A5",12.21063938,12.3977772,12.32372286,12.20791375,12.29725057,12.16556069,12.28910396,12.13628013,12.3247542,12.22766939,11.94141242,12.13932748,12.04330205,12.11129001,12.07399606,12.40908505,12.63118633,12.34690428,12.576233,12.26786974,12.52809587
"SLC25A6",12.10068191,12.48424795,12.63379735,12.32053787,12.4799475,12.13570764,12.46458083,12.35728571,12.63285562,12.49134814,12.13158035,12.32571731,12.59277447,12.41860944,12.54001803,12.74315621,12.89137127,12.63624609,12.84860178,12.78647914,12.86585518
"ANXA1",7.093028407,6.904667421,6.634656625,6.309658431,5.071996057,6.624907434,5.385912582,6.107599198,6.24828646,5.943043952,6.129342474,6.440603833,6.072636098,6.3007315,4.813050901,6.258095767,4.495281359,5.858169887,4.741660223,6.260401175,5.818727363
"ANXA2",4.387599455,4.360466702,4.167289841,4.342665547,4.18896105,4.698700653,4.302997905,4.400281714,4.340929771,4.340929771,4.452943959,5.085366422,3.668619334,4.303881883,4.216715754,4.352128023,4.148476329,4.584019986,4.282602846,4.340929771,4.065310825
"ANXA2P1",5.820864868,5.946385099,5.686590476,6.016996196,5.758455184,5.843402639,5.818100456,5.788631901,5.730866191,5.699310687,5.858233109,5.67641371,5.624451458,5.652979489,5.25698108,5.94308894,5.834208027,5.888339688,5.822733815,5.839369475,5.773581685
"ANXA2P2",12.03252841,11.9311412,11.92162784,11.96061073,11.70101133,12.07006247,11.85190726,11.795572,11.75309811,11.62959444,11.93170214,11.8541759,11.8087566,11.90309087,11.60576697,11.96431575,11.86808155,11.72175226,11.82442313,11.9585899,11.86808155
"ANXA2P3",6.89741479,7.034707129,6.699272343,7.146882967,6.715308085,6.992253194,6.701029152,6.878290724,6.793993986,6.513099058,6.809217833,6.799984941,6.864438609,6.790101161,6.670105007,7.078439514,6.809217833,6.809217833,6.674506268,6.809217833,6.892038044
"ANXA3",9.863721053,10.02386714,8.882533802,9.658552911,9.471056124,9.83821569,9.643652686,9.52547885,8.925625916,9.115017115,9.456677716,9.671502233,8.460804771,9.520117206,8.911778262,9.328627969,8.874782621,9.043462227,8.941542192,9.081113292,8.860079562
"ANXA4",9.561816936,9.796787908,9.54863276,9.225049212,9.602111575,9.422349404,9.662520679,9.132399933,9.514647043,9.464259743,9.175497411,9.489182124,9.322438667,9.217673761,9.301283131,9.653318792,9.587640375,9.403406749,9.563619392,9.430233915,9.245857691
"ANXA5",11.81428535,11.71369166,11.94984048,12.06872544,12.13521968,11.8637359,11.69920831,12.00269689,11.87044134,12.03628782,11.89034802,11.76729013,11.94111052,12.05519898,12.02927006,11.83679741,11.71753737,11.79649026,11.71698353,11.90621589,11.79235861
"ANXA6",10.34936584,10.51522311,10.68323892,10.309962,10.42701542,10.18932784,10.43146979,10.25266758,10.62028008,10.29799995,10.38061107,10.76522843,10.84269342,10.49754351,10.4744785,10.5825271,10.70585025,10.25233407,10.54314873,10.81148179,10.83351131
"ANXA7",9.977325478,9.954775988,9.807127875,10.04507959,10.31666772,9.978504672,9.937507922,9.948102776,9.72619758,10.05341129,10.03415488,10.02675226,9.802278026,10.29261901,10.31474399,9.543017482,9.547804661,9.609619929,9.451098835,9.74475091,9.713653794
"ANXA11",10.13836566,10.54551298,10.36105402,10.15038308,10.7232668,10.00115291,10.48217701,9.98314549,10.31918681,10.82523074,9.851390372,10.57270153,10.4067465,10.32871783,10.8151639,9.646902117,10.08988333,9.548938407,9.857894385,9.540362312,9.782543223
"AOC2",3.701303057,3.59248318,3.583875105,3.770340267,3.59248318,3.568530698,3.437666248,3.490595194,3.951701188,3.597207284,3.872791521,3.482878717,3.553402161,3.622043708,3.710341727,3.511111121,3.476463148,3.597207284,3.731048188,3.560219241,3.656555565
"AOX1",3.396617435,3.359517452,3.362781924,3.379198502,3.436811146,3.174232973,3.238078544,3.425131613,3.362781924,3.439080334,3.588692864,3.32719548,3.270155478,3.453441166,3.401796343,3.429678659,3.026783137,3.479071925,3.195450002,3.339393899,3.596902086
"APAF1",8.484250837,8.103142999,7.932694872,8.298066963,7.941960046,8.126582277,7.941960046,7.979976944,7.638938432,7.689024035,8.464308546,7.941960046,8.031940512,8.311912875,7.958508054,7.56135594,7.223461629,7.288363233,6.986540436,8.055151919,7.465346437
"NUDT2",7.398064582,7.410467668,7.385842266,7.152182951,7.004783435,7.662639228,7.273745896,7.03874418,7.478506116,6.887896011,7.299943491,7.078397768,7.323810701,7.349587291,6.819620133,7.62874665,7.621776234,7.489194344,7.279482701,7.614668253,7.244127077
"APBA1",5.104117487,4.464822335,4.433272441,4.251667946,3.637104909,4.963450784,4.193552964,3.936663759,4.920930944,3.709482066,4.586588702,3.76707076,3.850929719,3.903316511,3.474003767,5.463161045,5.295452794,5.113621665,5.07128625,5.441872749,4.423399895
"APBA2",5.944468029,6.030740664,6.006738457,5.870118924,6.533027171,5.457684091,6.102116428,5.856863391,5.781261558,6.807378864,5.656121094,5.932645841,5.717409982,5.789890225,6.193268412,6.339036328,7.177891172,6.044499984,6.925933662,6.040143665,6.545999751
"APBB1",5.521393804,5.521393804,5.74048321,5.436478808,5.582304581,5.058945479,5.458262798,5.35096566,5.90713855,5.588379386,5.41290976,5.399566296,5.561089085,5.4948937,5.314984999,5.535139039,5.947792874,5.402406192,5.570380893,5.30146467,5.357098496
"APBB2",9.906249186,10.17668856,10.01908084,10.15950022,10.54190355,9.788737756,10.2563542,10.14345072,9.896393866,10.59690198,9.587736361,9.694188774,9.625550836,9.944692472,9.952974078,9.585217917,9.385361879,9.531600377,9.705717871,9.532888932,9.586266305
"APC",4.321541151,4.382818001,5.322196398,4.042662505,4.819747847,4.566906799,4.642444538,4.23040188,4.83667828,4.441204192,4.372303069,4.124012922,5.219221705,4.451374302,5.047284249,4.121709226,4.697945674,4.012207801,4.52053684,4.254833844,4.689621478
"APEH",6.575336809,7.096426778,7.072642016,6.890158427,7.278798571,6.313634153,6.772149805,6.521786186,6.809217833,7.214589439,6.207455317,6.553264086,6.451153561,6.907601685,7.124973861,6.717951505,7.227985362,6.382132932,7.145369947,6.626598106,6.791342168
"APEX1",11.49459613,11.66855953,11.78596356,11.25377089,11.41489158,11.46859256,11.70232935,11.22207759,11.7637712,11.48600776,11.56395548,11.73870212,11.76868371,11.41600576,11.42994055,11.72372251,12.01939045,11.65366983,11.96973983,11.75336342,11.92782273
"BIRC2",10.61580648,10.42127177,10.59048776,11.12732693,10.84161569,11.05952202,10.93587137,11.27387358,10.74044977,11.29027627,10.60371583,10.38660204,10.55363275,11.12637465,11.10904924,10.64262743,10.49319881,11.12644348,10.88700424,10.74074606,10.61777525
"BIRC3",4.739212539,5.774587369,4.213161826,3.819619541,3.653550059,6.430328279,6.956677624,5.005943735,5.064908787,4.736023854,5.034901005,4.715870849,4.249899068,4.761220961,5.317507428,4.184614698,3.743213207,4.876154107,4.327932239,4.318166976,3.857110358
"XIAP",6.782002373,7.171032183,6.676650327,6.798227841,8.179998863,6.809910936,8.248136304,7.036218088,6.618507298,7.68520615,7.481526156,7.268991338,7.009535888,7.519053721,8.35080442,6.730315212,8.012028398,7.492947275,8.118357033,7.005912702,8.139117396
"BIRC5",5.931899882,6.548157809,5.323453788,6.245193301,6.058985884,6.098763016,5.927826238,5.88644845,5.477130155,6.20745576,5.248372644,6.794787769,4.926350616,5.846270965,6.089597076,5.32538301,5.794344342,5.055054803,5.831602894,5.244592319,5.641679064
"APLP1",5.466836584,5.625810898,5.753212097,5.714565659,6.2871339,5.660788535,5.57485748,5.582949459,5.890874854,6.070685421,5.58114849,5.505127558,5.846962789,5.560904863,6.094353101,5.681388678,5.949209896,5.442185836,5.881607954,5.571610574,5.809220867
"APLP2",6.120490305,5.848891979,6.120490305,6.713541764,6.166701945,6.821780836,5.861034124,6.702445832,6.299477907,5.863096018,6.30649962,6.601603069,6.023364499,6.863564997,6.286604247,5.943282762,5.061028106,6.635120505,5.385643058,6.023063144,5.240509845
