"Feature","GSM926651_Boeckel_K2.CEL","GSM926652_Boeckel_K3.CEL","GSM926653_Boeckel_K4.CEL","GSM926654_Boeckel_S2.CEL","GSM926655_Boeckel_S3.CEL","GSM926656_Boeckel_S4.CEL","GSM926657_Boeckel_K2.CEL","GSM926658_Boeckel_K3.CEL","GSM926659_Boeckel_K4.CEL","GSM926660_Boeckel_S2.CEL","GSM926661_Boeckel_S3.CEL","GSM926662_Boeckel_S4.CEL"
"ZCCHC9",8.991194798,9.194833098,9.300425136,9.15002587,9.203978066,9.084137653,8.991194798,9.194833098,9.300425136,9.15002587,9.203978066,9.084137653
"ZDHHC18",10.6905725,10.66836801,10.80515923,10.83075031,10.81881804,10.78338824,10.6905725,10.66836801,10.80515923,10.83075031,10.81881804,10.78338824
"MRI1",9.549432239,9.644835377,9.625627227,9.685251062,9.640128273,9.702832974,9.549432239,9.644835377,9.625627227,9.685251062,9.640128273,9.702832974
"MED10",9.024193635,9.045407454,9.487352779,9.105688693,9.094228765,9.426984146,9.024193635,9.045407454,9.487352779,9.105688693,9.094228765,9.426984146
"RTL6",9.84769679,9.953131391,9.916238172,9.836154113,9.714623558,9.812724966,9.84769679,9.953131391,9.916238172,9.836154113,9.714623558,9.812724966
"FYTTD1",9.501010278,9.457347217,9.58810099,9.452430939,9.590361204,9.422746853,9.501010278,9.457347217,9.58810099,9.452430939,9.590361204,9.422746853
"PSD2",7.014194705,7.169694772,6.77099017,7.007486199,6.650637998,7.004871395,7.014194705,7.169694772,6.77099017,7.007486199,6.650637998,7.004871395
"LTBP4",9.76436785,9.865404392,9.791045183,9.51612476,9.446543856,9.488424172,9.76436785,9.865404392,9.791045183,9.51612476,9.446543856,9.488424172
"SLF1",6.132993369,5.704951048,6.267054496,6.146601549,5.972871503,5.833108356,6.132993369,5.704951048,6.267054496,6.146601549,5.972871503,5.833108356
"SGIP1",8.092423052,8.231237248,8.78049537,8.010238326,7.993957867,8.486524891,8.092423052,8.231237248,8.78049537,8.010238326,7.993957867,8.486524891
"GARNL3",7.072546906,7.067919606,7.095253564,6.948059983,6.916620424,7.121831157,7.072546906,7.067919606,7.095253564,6.948059983,6.916620424,7.121831157
"CAMKK1",7.447068113,7.504563897,7.371748473,7.475809402,7.376784711,7.383079818,7.447068113,7.504563897,7.371748473,7.475809402,7.376784711,7.383079818
"SLC37A3",10.09900409,10.13472122,10.15829012,10.13072492,10.08470174,10.00846038,10.09900409,10.13472122,10.15829012,10.13072492,10.08470174,10.00846038
"FLYWCH1",9.215485486,9.397889897,9.282480679,9.040615852,9.143558506,9.170259139,9.215485486,9.397889897,9.282480679,9.040615852,9.143558506,9.170259139
"SYT3",7.008439383,7.167244407,6.872367043,6.807126756,6.878290114,6.897227454,7.008439383,7.167244407,6.872367043,6.807126756,6.878290114,6.897227454
"DCUN1D5",9.876592611,9.822207931,9.940926615,10.02326881,9.899058153,9.943666752,9.876592611,9.822207931,9.940926615,10.02326881,9.899058153,9.943666752
"TCHP",9.023128926,8.714956906,8.77811929,9.092443687,8.954490783,9.004120144,9.023128926,8.714956906,8.77811929,9.092443687,8.954490783,9.004120144
"FBXW9",8.578440826,8.612959755,8.515592203,8.58775662,8.615368226,8.631135775,8.578440826,8.612959755,8.515592203,8.58775662,8.615368226,8.631135775
"PSMG3",10.65323226,10.57419118,10.68987308,10.66269194,10.49276615,10.61966261,10.65323226,10.57419118,10.68987308,10.66269194,10.49276615,10.61966261
"HSDL2",8.996751111,8.85549693,8.969446266,9.102294538,8.898908953,8.911108914,8.996751111,8.85549693,8.969446266,9.102294538,8.898908953,8.911108914
"HAGHL",8.987449507,9.189732037,8.725812338,8.981948687,8.972420918,9.047231535,8.987449507,9.189732037,8.725812338,8.981948687,8.972420918,9.047231535
"POLR3GL",7.861439523,8.06792207,8.077171092,7.831195696,8.039632371,7.759187475,7.861439523,8.06792207,8.077171092,7.831195696,8.039632371,7.759187475
"ALKBH7",7.9871013,7.758655611,7.730419628,7.88601586,7.937366889,8.039740083,7.9871013,7.758655611,7.730419628,7.88601586,7.937366889,8.039740083
"QNG1",7.639353439,7.762191697,7.442385796,7.659304261,7.580829919,7.301128485,7.639353439,7.762191697,7.442385796,7.659304261,7.580829919,7.301128485
"RPAIN",10.55002738,10.86268029,10.72066442,10.63158928,10.56181511,10.69681546,10.55002738,10.86268029,10.72066442,10.63158928,10.56181511,10.69681546
"CHCHD5",8.933631664,8.92936064,8.940651679,8.850123696,8.893439563,8.930769802,8.933631664,8.92936064,8.940651679,8.850123696,8.893439563,8.930769802
"ZNF282",9.070326801,9.157738106,9.093412558,9.078377101,9.147607469,9.0943921,9.070326801,9.157738106,9.093412558,9.078377101,9.147607469,9.0943921
"CARD19",10.36960732,10.43861638,10.28798056,10.46684277,10.40720697,10.42726465,10.36960732,10.43861638,10.28798056,10.46684277,10.40720697,10.42726465
"POLDIP3",10.53863228,10.39717982,10.44051503,10.69982942,10.63404845,10.70671518,10.53863228,10.39717982,10.44051503,10.69982942,10.63404845,10.70671518
"YIPF4",8.305285719,8.389295512,8.406398498,8.348117603,8.479739387,8.314906357,8.305285719,8.389295512,8.406398498,8.348117603,8.479739387,8.314906357
"NOA1",9.828201945,9.972437578,9.834858418,9.728370905,9.734352609,9.805659669,9.828201945,9.972437578,9.834858418,9.728370905,9.734352609,9.805659669
"NICN1",9.113247794,9.124232694,9.109400773,9.031606427,9.131252909,9.227343713,9.113247794,9.124232694,9.109400773,9.031606427,9.131252909,9.227343713
"DNAJC30",9.478934766,9.668106016,9.616640236,9.514470091,9.479931769,9.543111571,9.478934766,9.668106016,9.616640236,9.514470091,9.479931769,9.543111571
"PRADC1",9.973281618,9.934645752,9.994288377,9.898747604,9.834682766,10.03664117,9.973281618,9.934645752,9.994288377,9.898747604,9.834682766,10.03664117
"STK24",10.73828776,10.82662279,10.74510584,10.79913101,10.90055821,10.89457348,10.73828776,10.82662279,10.74510584,10.79913101,10.90055821,10.89457348
"BTBD10",11.12759577,11.07366202,11.11591014,11.30591856,11.31722206,11.19920592,11.12759577,11.07366202,11.11591014,11.30591856,11.31722206,11.19920592
"C2orf88",5.880486904,6.092760707,5.565211621,5.784103473,5.627919044,5.734450924,5.880486904,6.092760707,5.565211621,5.784103473,5.627919044,5.734450924
"RNF135",9.622804811,9.706738176,9.633389548,9.508262652,9.519923487,9.497463572,9.622804811,9.706738176,9.633389548,9.508262652,9.519923487,9.497463572
"TMEM79",7.334969507,7.297629318,7.090098158,7.420277562,7.30999758,7.308400505,7.334969507,7.297629318,7.090098158,7.420277562,7.30999758,7.308400505
"NTPCR",9.595290206,9.872665147,9.974800082,9.623256719,9.725802127,9.787639925,9.595290206,9.872665147,9.974800082,9.623256719,9.725802127,9.787639925
"EIF1AD",10.43191529,10.30074417,10.15082958,10.34811474,10.20484786,10.22209971,10.43191529,10.30074417,10.15082958,10.34811474,10.20484786,10.22209971
"TMEM175",9.245632834,9.198042683,9.320004858,9.173045909,9.13339865,9.265160277,9.245632834,9.198042683,9.320004858,9.173045909,9.13339865,9.265160277
"ZDHHC16",11.77177868,11.79106632,11.57105672,11.78994123,11.66486333,11.51351125,11.77177868,11.79106632,11.57105672,11.78994123,11.66486333,11.51351125
"EFCAB2",7.958644819,7.977230894,8.27000577,7.27878034,7.477443299,7.548919418,7.958644819,7.977230894,8.27000577,7.27878034,7.477443299,7.548919418
"ING5",8.651340791,8.767884269,7.91956199,8.600545224,8.424793288,8.755492935,8.651340791,8.767884269,7.91956199,8.600545224,8.424793288,8.755492935
"CAPNS2",6.016068122,6.60308561,6.68282242,6.172258513,6.691670326,6.74229604,6.016068122,6.60308561,6.68282242,6.172258513,6.691670326,6.74229604
"WDR83",8.665392692,8.912707938,8.708250972,8.583931708,8.540050568,8.478064335,8.665392692,8.912707938,8.708250972,8.583931708,8.540050568,8.478064335
"PRXL2A",12.2851734,12.4161105,12.27621443,12.33250688,12.32069806,12.3193509,12.2851734,12.4161105,12.27621443,12.33250688,12.32069806,12.3193509
"UTP23",9.923843529,9.889026751,10.05190312,9.861085263,9.862369173,9.90679186,9.923843529,9.889026751,10.05190312,9.861085263,9.862369173,9.90679186
"PHF6",9.99294703,9.970073897,10.00384316,9.668904747,9.708271058,9.821208772,9.99294703,9.970073897,10.00384316,9.668904747,9.708271058,9.821208772
"GINS4",8.298142598,7.942115474,7.879114046,8.101362371,7.86237367,7.801660133,8.298142598,7.942115474,7.879114046,8.101362371,7.86237367,7.801660133
"LLPH",7.034880734,7.063837146,7.816419348,7.200821165,7.145640946,7.117473052,7.034880734,7.063837146,7.816419348,7.200821165,7.145640946,7.117473052
"MIEN1",10.88178891,10.90647925,10.87810587,10.89865393,10.85044489,10.94289989,10.88178891,10.90647925,10.87810587,10.89865393,10.85044489,10.94289989
"CASP10",7.779532151,7.79356515,8.024470636,7.762580726,7.95505803,8.020299744,7.779532151,7.79356515,8.024470636,7.762580726,7.95505803,8.020299744
"UQCC2",11.61160574,11.61150466,11.70634216,11.52396192,11.52950511,11.41711713,11.61160574,11.61150466,11.70634216,11.52396192,11.52950511,11.41711713
"DDI2",9.197975778,9.29864855,9.371383994,9.317423636,9.496228965,9.493694037,9.197975778,9.29864855,9.371383994,9.317423636,9.496228965,9.493694037
"PGAP4",7.829917954,8.127226227,7.747838018,8.089389221,7.802723036,8.153846527,7.829917954,8.127226227,7.747838018,8.089389221,7.802723036,8.153846527
"NUDT22",8.780028822,8.950101969,8.622706983,8.434711733,8.836954273,8.800444616,8.780028822,8.950101969,8.622706983,8.434711733,8.836954273,8.800444616
"PYM1",8.336643072,8.580288549,8.428556586,8.534357958,8.618995392,8.436413314,8.336643072,8.580288549,8.428556586,8.534357958,8.618995392,8.436413314
"PDCD2L",9.189664736,9.20818643,9.311902406,9.154650158,9.035570084,9.194643608,9.189664736,9.20818643,9.311902406,9.154650158,9.035570084,9.194643608
"ZNF397",6.374294829,6.510568949,6.352969847,6.224700381,6.154426015,6.296441376,6.374294829,6.510568949,6.352969847,6.224700381,6.154426015,6.296441376
"NUDT16L1",9.142683411,9.28912489,8.90074083,9.185785069,8.994409532,9.165137956,9.142683411,9.28912489,8.90074083,9.185785069,8.994409532,9.165137956
"NR0B2",6.483388111,6.939173053,6.509447811,6.919618102,6.854557126,6.919447202,6.483388111,6.939173053,6.509447811,6.919618102,6.854557126,6.919447202
"C7orf50",10.0902928,9.959481695,9.898606408,10.04194564,9.959841201,9.988510496,10.0902928,9.959481695,9.898606408,10.04194564,9.959841201,9.988510496
"BRMS1L",6.158635999,6.365819355,6.398559502,6.342909222,6.424361465,6.398957472,6.158635999,6.365819355,6.398559502,6.342909222,6.424361465,6.398957472
"VPS25",11.41106852,11.15229577,10.89639648,11.29502096,11.43283856,10.93410614,11.41106852,11.15229577,10.89639648,11.29502096,11.43283856,10.93410614
"MON1A",8.813930475,8.762498637,8.551617264,8.765373581,8.481679023,8.612105745,8.813930475,8.762498637,8.551617264,8.765373581,8.481679023,8.612105745
"NAA38",10.7151189,10.56620499,10.62309529,10.57789098,10.65086669,10.5381591,10.7151189,10.56620499,10.62309529,10.57789098,10.65086669,10.5381591
"CCDC115",8.879760382,9.036004809,8.991781113,8.809114328,8.776582488,8.742758963,8.879760382,9.036004809,8.991781113,8.809114328,8.776582488,8.742758963
"CCDC77",7.938763192,7.627472108,8.072038374,8.079539653,7.65310904,7.875386429,7.938763192,7.627472108,8.072038374,8.079539653,7.65310904,7.875386429
"ZBTB7C-AS2",6.375684384,6.056680926,6.554572705,5.995000878,6.228560071,6.698495382,6.375684384,6.056680926,6.554572705,5.995000878,6.228560071,6.698495382
"METTL26",9.542613578,9.497136182,9.445441846,9.456890738,9.50863078,9.504353607,9.542613578,9.497136182,9.445441846,9.456890738,9.50863078,9.504353607
"ZBED3",9.37747746,9.425156035,9.219668403,9.273229351,9.112116067,9.279719139,9.37747746,9.425156035,9.219668403,9.273229351,9.112116067,9.279719139
"LZIC",9.557911098,9.395678797,9.668053856,9.490169553,9.406013762,9.512278582,9.557911098,9.395678797,9.668053856,9.490169553,9.406013762,9.512278582
"HVCN1",7.172813827,7.360644871,7.044326634,6.697924498,6.782459472,6.91701772,7.172813827,7.360644871,7.044326634,6.697924498,6.782459472,6.91701772
"UTF1",9.200853028,9.263726248,9.000313432,9.197776064,9.140372838,9.094494181,9.200853028,9.263726248,9.000313432,9.197776064,9.140372838,9.094494181
"ZNF414",9.541597296,9.521600506,9.38654886,9.386272048,9.334341187,9.408549196,9.541597296,9.521600506,9.38654886,9.386272048,9.334341187,9.408549196
"MCRIP2",8.371717667,8.435166817,8.252259005,8.391819183,8.269904402,8.303332373,8.371717667,8.435166817,8.252259005,8.391819183,8.269904402,8.303332373
"DYDC2",5.838171252,5.984096931,5.719952561,5.6775145,5.608775935,5.799382052,5.838171252,5.984096931,5.719952561,5.6775145,5.608775935,5.799382052
"COA8",8.323597866,8.651638368,8.632111736,8.715066182,8.705896157,8.684593644,8.323597866,8.651638368,8.632111736,8.715066182,8.705896157,8.684593644
"AKT1S1",10.27863164,10.27806032,10.34313671,10.24146963,10.28277029,10.28683174,10.27863164,10.27806032,10.34313671,10.24146963,10.28277029,10.28683174
"TMEM101",8.969493854,9.118052356,8.762822746,9.11440455,9.154307858,8.944459962,8.969493854,9.118052356,8.762822746,9.11440455,9.154307858,8.944459962
"ELOF1",11.36691036,11.23845526,10.74046827,10.64465141,10.65474642,10.10457365,11.36691036,11.23845526,10.74046827,10.64465141,10.65474642,10.10457365
"RECK",9.502833138,9.711919082,9.714424131,10.05687785,10.1714519,10.20269649,9.502833138,9.711919082,9.714424131,10.05687785,10.1714519,10.20269649
"GFM2",8.773481545,8.729111193,8.907635896,8.774025786,8.818313907,8.740074456,8.773481545,8.729111193,8.907635896,8.774025786,8.818313907,8.740074456
"HPS3",10.51411397,10.37644763,10.52092337,10.42443445,10.56431233,10.45297513,10.51411397,10.37644763,10.52092337,10.42443445,10.56431233,10.45297513
"SOAT2",6.686749019,6.729894126,6.386260679,6.589650504,6.42240608,6.650275429,6.686749019,6.729894126,6.386260679,6.589650504,6.42240608,6.650275429
"CAVIN2",11.79135899,12.09363559,12.03672844,11.70011008,11.86348428,11.90616604,11.79135899,12.09363559,12.03672844,11.70011008,11.86348428,11.90616604
"ARFGAP2",9.062452016,9.119320373,9.08185377,9.055786429,9.090029239,9.043493313,9.062452016,9.119320373,9.08185377,9.055786429,9.090029239,9.043493313
"NIFK",9.84524969,9.815053951,9.841315883,9.987955253,9.921591425,9.799976903,9.84524969,9.815053951,9.841315883,9.987955253,9.921591425,9.799976903
"PRAC1",6.358244529,6.60954534,6.473216319,6.451342864,6.445020644,6.769610148,6.358244529,6.60954534,6.473216319,6.451342864,6.445020644,6.769610148
"RASAL1",7.666974902,7.827270635,7.46779976,7.656146062,7.626271111,7.669089825,7.666974902,7.827270635,7.46779976,7.656146062,7.626271111,7.669089825
"RAD54L",8.536510495,7.995742127,8.216959869,8.457849912,7.813558994,8.026980129,8.536510495,7.995742127,8.216959869,8.457849912,7.813558994,8.026980129
"NSMAF",10.31219393,10.09998695,10.27186975,10.34825035,10.2476599,10.23607756,10.31219393,10.09998695,10.27186975,10.34825035,10.2476599,10.23607756
"CASQ1",6.292605558,6.322996518,6.058007433,6.39046901,6.244109329,6.352217911,6.292605558,6.322996518,6.058007433,6.39046901,6.244109329,6.352217911
"NCK2",11.09674949,11.13217331,11.12704787,10.5370844,10.54354744,10.59716492,11.09674949,11.13217331,11.12704787,10.5370844,10.54354744,10.59716492
"ECRG4",5.667332292,5.508799333,5.460529652,5.557347566,5.526627419,5.626381289,5.667332292,5.508799333,5.460529652,5.557347566,5.526627419,5.626381289
"GNPAT",9.974743318,9.961267021,9.893077126,10.02807395,10.10827793,9.81483737,9.974743318,9.961267021,9.893077126,10.02807395,10.10827793,9.81483737
"PROK1",7.472008686,7.499174436,7.217379197,7.4192171,7.399555179,7.595598141,7.472008686,7.499174436,7.217379197,7.4192171,7.399555179,7.595598141
"CARD11",9.754311286,9.660849122,9.601629745,9.703097501,9.550464701,9.537229069,9.754311286,9.660849122,9.601629745,9.703097501,9.550464701,9.537229069
"ADGRA1",7.834452034,8.002346361,7.506512699,7.772091354,7.780888419,7.84916122,7.834452034,8.002346361,7.506512699,7.772091354,7.780888419,7.84916122
"ZNF528",7.854118723,8.497413654,8.61090857,7.872820857,8.16283969,8.489698472,7.854118723,8.497413654,8.61090857,7.872820857,8.16283969,8.489698472
"MSANTD4",8.305262262,8.454587283,8.745984707,8.393662372,8.481128818,8.527140424,8.305262262,8.454587283,8.745984707,8.393662372,8.481128818,8.527140424
"HHIPL1",7.790707192,7.846053613,7.506508302,7.718751863,7.506518913,7.636001044,7.790707192,7.846053613,7.506508302,7.718751863,7.506518913,7.636001044
"DYRK3",8.477566895,8.552624694,8.557789903,8.577883152,8.47483224,8.295445758,8.477566895,8.552624694,8.557789903,8.577883152,8.47483224,8.295445758
"MAML2",10.33219877,10.34129482,10.51120792,10.20352624,10.28237173,10.31462079,10.33219877,10.34129482,10.51120792,10.20352624,10.28237173,10.31462079
"DOT1L",9.737515055,9.488153743,9.522970979,9.816923594,9.653719667,9.73167613,9.737515055,9.488153743,9.522970979,9.816923594,9.653719667,9.73167613
"LZTS2",10.20677986,10.3169174,10.12607894,10.26302184,10.32502998,10.29669,10.20677986,10.3169174,10.12607894,10.26302184,10.32502998,10.29669
"BRSK1",7.902865563,8.037183798,7.745034779,7.863250892,7.823912989,7.863460545,7.902865563,8.037183798,7.745034779,7.863250892,7.823912989,7.863460545
"SYVN1",10.75455346,10.73374063,10.75325535,10.61622515,10.64208519,10.72092788,10.75455346,10.73374063,10.75325535,10.61622515,10.64208519,10.72092788
"ZNF333",7.477715682,7.615733378,7.476614688,7.364360567,7.637868603,7.54792364,7.477715682,7.615733378,7.476614688,7.364360567,7.637868603,7.54792364
"DYRK2",9.145552507,9.445137033,9.411830899,9.421198857,9.469078092,9.475314939,9.145552507,9.445137033,9.411830899,9.421198857,9.469078092,9.475314939
"ZNF512",9.086504961,8.915787237,9.325048366,9.022032016,9.074757917,9.149236365,9.086504961,8.915787237,9.325048366,9.022032016,9.074757917,9.149236365
"MAP3K21",7.770931559,7.814012995,7.634066785,7.804476993,7.566753392,7.751569008,7.770931559,7.814012995,7.634066785,7.804476993,7.566753392,7.751569008
"L3MBTL3",10.9189825,11.06257669,11.14870546,11.01797996,11.01180343,11.08797368,10.9189825,11.06257669,11.14870546,11.01797996,11.01180343,11.08797368
"PHYHIPL",4.878955761,4.896763651,4.625529333,4.86487629,4.882549215,5.012398764,4.878955761,4.896763651,4.625529333,4.86487629,4.882549215,5.012398764
"LCOR",9.327774855,9.166017098,9.372550835,9.451968336,9.712576755,9.640297318,9.327774855,9.166017098,9.372550835,9.451968336,9.712576755,9.640297318
"ZMAT1",7.337730736,7.599815964,8.150173406,7.316847164,7.74404286,8.064304937,7.337730736,7.599815964,8.150173406,7.316847164,7.74404286,8.064304937
"SLX4",9.020010138,9.086586603,8.953429313,8.976370562,8.804345326,8.9069231,9.020010138,9.086586603,8.953429313,8.976370562,8.804345326,8.9069231
"MEGF11",7.76186874,7.845656102,7.515381642,7.660817744,7.557469478,7.731858191,7.76186874,7.845656102,7.515381642,7.660817744,7.557469478,7.731858191
"MEGF10",6.483890929,6.588145716,6.364106006,6.530804936,6.385436297,6.607572732,6.483890929,6.588145716,6.364106006,6.530804936,6.385436297,6.607572732
"FBN3",7.686919161,7.806446297,7.515034629,7.666812348,7.593236258,7.724502379,7.686919161,7.806446297,7.515034629,7.666812348,7.593236258,7.724502379
"DOC2B",6.394476264,6.487797994,6.279663501,6.214207627,5.920162631,6.408143602,6.394476264,6.487797994,6.279663501,6.214207627,5.920162631,6.408143602
"DOC2A",7.332977752,7.510014685,7.227297817,7.262960323,7.360029631,7.406190554,7.332977752,7.510014685,7.227297817,7.262960323,7.360029631,7.406190554
"DHX16",9.307249702,9.167505852,9.246053841,9.292602901,9.249600408,9.1494959,9.307249702,9.167505852,9.246053841,9.292602901,9.249600408,9.1494959
