"Feature","GSM926651_Boeckel_K2.CEL","GSM926652_Boeckel_K3.CEL","GSM926653_Boeckel_K4.CEL","GSM926654_Boeckel_S2.CEL","GSM926655_Boeckel_S3.CEL","GSM926656_Boeckel_S4.CEL","GSM926657_Boeckel_K2.CEL","GSM926658_Boeckel_K3.CEL","GSM926659_Boeckel_K4.CEL","GSM926660_Boeckel_S2.CEL","GSM926661_Boeckel_S3.CEL","GSM926662_Boeckel_S4.CEL"
"USP26",3.864618149,3.724820105,3.779509892,3.76725467,3.707668632,3.917866109,3.864618149,3.724820105,3.779509892,3.76725467,3.707668632,3.917866109
"ESYT3",6.598860041,6.56974384,6.224484833,6.541517342,6.50796064,6.633597982,6.598860041,6.56974384,6.224484833,6.541517342,6.50796064,6.633597982
"SYT16",6.357887993,6.743144814,6.157283959,6.180172113,5.935178039,6.409584334,6.357887993,6.743144814,6.157283959,6.180172113,5.935178039,6.409584334
"SETDB2",5.756599138,6.141199864,6.242397575,5.835649597,5.919756587,5.853344883,5.756599138,6.141199864,6.242397575,5.835649597,5.919756587,5.853344883
"ANGPTL6",7.73457518,7.884230113,7.623027047,7.736142555,7.73583863,7.705102035,7.73457518,7.884230113,7.623027047,7.736142555,7.73583863,7.705102035
"KLF16",10.89359903,10.66678046,10.85521306,10.90228452,11.04527183,10.95694596,10.89359903,10.66678046,10.85521306,10.90228452,11.04527183,10.95694596
"FSD1L",4.01230162,4.01287702,4.446664975,4.056821321,4.569275922,4.176223706,4.01230162,4.01287702,4.446664975,4.056821321,4.569275922,4.176223706
"TMTC1",7.857554263,8.215969117,7.861217148,7.699502693,8.099767741,7.389444976,7.857554263,8.215969117,7.861217148,7.699502693,8.099767741,7.389444976
"OR1D5",6.277381486,7.473418935,6.565789792,6.831615291,6.067517393,6.933905896,6.277381486,7.473418935,6.565789792,6.831615291,6.067517393,6.933905896
"RSPH3",8.522902746,8.764384523,8.78475937,8.601357238,8.731423555,8.646599076,8.522902746,8.764384523,8.78475937,8.601357238,8.731423555,8.646599076
"TMEM120A",9.464506996,9.390562309,9.382623448,9.18730528,9.093173974,9.011153247,9.464506996,9.390562309,9.382623448,9.18730528,9.093173974,9.011153247
"TTTY5",6.270848186,6.607087599,6.119829083,6.426179954,6.366931876,6.28403428,6.270848186,6.607087599,6.119829083,6.426179954,6.366931876,6.28403428
"TTTY12",4.471351561,4.218970266,4.504455767,4.387703052,4.102302741,4.382432967,4.471351561,4.218970266,4.504455767,4.387703052,4.102302741,4.382432967
"OR1E1",7.71635486,7.846161623,7.48676474,7.57828691,7.537729758,7.564967811,7.71635486,7.846161623,7.48676474,7.57828691,7.537729758,7.564967811
"RAB34",10.26274472,10.23184535,9.971913391,10.08522797,10.01428676,9.854097122,10.26274472,10.23184535,9.971913391,10.08522797,10.01428676,9.854097122
"HMCN1",7.955105602,7.924789558,8.130546266,7.681808483,7.425290424,7.55235645,7.955105602,7.924789558,8.130546266,7.681808483,7.425290424,7.55235645
"GPR61",7.788713911,7.843445786,7.608449042,7.78090899,7.632378995,7.78365883,7.788713911,7.843445786,7.608449042,7.78090899,7.632378995,7.78365883
"TBC1D10A",8.949141173,9.193021209,8.869839565,8.961929603,9.02104278,8.985845886,8.949141173,9.193021209,8.869839565,8.961929603,9.02104278,8.985845886
"BCO2",5.236131947,5.356508646,5.293697953,5.263066708,5.306643343,5.389501881,5.236131947,5.356508646,5.293697953,5.263066708,5.306643343,5.389501881
"MRO",5.585688015,5.607471895,5.641110863,5.53769514,5.534033383,5.443208029,5.585688015,5.607471895,5.641110863,5.53769514,5.534033383,5.443208029
"TM2D2",9.947784036,9.849379943,9.90266391,10.13052887,10.16309767,10.01941019,9.947784036,9.849379943,9.90266391,10.13052887,10.16309767,10.01941019
"USHBP1",7.931337558,8.158429453,7.834688474,7.938852851,7.932021668,7.931268272,7.931337558,8.158429453,7.834688474,7.938852851,7.932021668,7.931268272
"CDCA7",9.301900098,8.59534191,9.076751671,8.967093666,8.677793269,8.666341837,9.301900098,8.59534191,9.076751671,8.967093666,8.677793269,8.666341837
"OR1E2",3.284377311,3.351022013,3.317218291,3.02444831,3.158324753,3.082439359,3.284377311,3.351022013,3.317218291,3.02444831,3.158324753,3.082439359
"MIXL1",8.63043017,8.545239253,8.337300848,8.49656001,8.564131078,8.524447343,8.63043017,8.545239253,8.337300848,8.49656001,8.564131078,8.524447343
"TSPAN10",6.741518259,7.17780804,6.625246985,6.883167929,6.545591634,7.08355994,6.741518259,7.17780804,6.625246985,6.883167929,6.545591634,7.08355994
"SLC25A2",6.452523474,6.294529277,6.513361091,6.725042381,6.327190779,6.395399511,6.452523474,6.294529277,6.513361091,6.725042381,6.327190779,6.395399511
"PRSS27",8.717978552,8.819526426,8.561807341,8.752355048,8.656158453,8.732511871,8.717978552,8.819526426,8.561807341,8.752355048,8.656158453,8.732511871
"TTLL2",5.686397863,5.749640769,5.587117273,5.737087807,5.58259609,5.719657141,5.686397863,5.749640769,5.587117273,5.737087807,5.58259609,5.719657141
"FGFBP2",5.099956213,5.394599123,5.074646746,5.051135652,4.744536037,5.131890131,5.099956213,5.394599123,5.074646746,5.051135652,4.744536037,5.131890131
"WDR87",6.059478574,6.110182015,5.84573904,6.111363866,6.022252748,6.031020787,6.059478574,6.110182015,5.84573904,6.111363866,6.022252748,6.031020787
"SPATA9",4.037430043,3.881466205,3.945988347,3.985318435,3.808348653,4.063601377,4.037430043,3.881466205,3.945988347,3.985318435,3.808348653,4.063601377
"SNX25",8.796579768,8.870273685,9.152631869,9.065760265,9.408681454,9.113161295,8.796579768,8.870273685,9.152631869,9.065760265,9.408681454,9.113161295
"KCTD10",11.51247649,11.68678983,11.61292302,11.5810959,11.51864208,11.59032675,11.51247649,11.68678983,11.61292302,11.5810959,11.51864208,11.59032675
"SPATA16",5.155479653,5.400030119,5.382818959,5.022859201,4.981979545,5.182656522,5.155479653,5.400030119,5.382818959,5.022859201,4.981979545,5.182656522
"KRTAP1-5",6.337236181,6.361239688,5.894594543,6.211635902,6.00791578,6.575530671,6.337236181,6.361239688,5.894594543,6.211635902,6.00791578,6.575530671
"KRTAP3-1",6.40021201,6.148322789,6.197970888,5.487576275,6.235878659,6.327568078,6.40021201,6.148322789,6.197970888,5.487576275,6.235878659,6.327568078
"KRTAP3-2",4.441866379,4.943582173,4.592473458,4.425953311,4.44889994,4.722722368,4.441866379,4.943582173,4.592473458,4.425953311,4.44889994,4.722722368
"CASP6",9.334351089,9.292852732,9.339420977,9.193002987,9.146512377,9.053553628,9.334351089,9.292852732,9.339420977,9.193002987,9.146512377,9.053553628
"OR1G1",4.588319522,5.429144055,4.72189426,4.74862212,4.864182877,5.022344798,4.588319522,5.429144055,4.72189426,4.74862212,4.864182877,5.022344798
"KRTAP9-3",4.569080219,4.632931473,4.861083029,4.254847237,4.228390933,5.019827314,4.569080219,4.632931473,4.861083029,4.254847237,4.228390933,5.019827314
"KRTAP17-1",7.393067543,7.549792207,7.616590353,7.309500704,7.378186109,7.270670708,7.393067543,7.549792207,7.616590353,7.309500704,7.378186109,7.270670708
"HASPIN",8.606199377,7.747226046,8.21396877,8.605298117,8.20838483,8.075662968,8.606199377,7.747226046,8.21396877,8.605298117,8.20838483,8.075662968
"OR3A3",7.444962179,7.838549901,7.260465861,7.619923121,7.690210159,8.018124921,7.444962179,7.838549901,7.260465861,7.619923121,7.690210159,8.018124921
"STARD3NL",10.02582537,10.10171614,10.26536402,10.22862878,10.24110276,10.10389337,10.02582537,10.10171614,10.26536402,10.22862878,10.24110276,10.10389337
"STK40",9.498425953,9.384310888,9.328038142,9.915741307,10.04150179,9.775951222,9.498425953,9.384310888,9.328038142,9.915741307,10.04150179,9.775951222
"SPRTN",9.275801813,9.372619415,9.70271837,9.391818144,9.505390009,9.609870892,9.275801813,9.372619415,9.70271837,9.391818144,9.505390009,9.609870892
"HDAC10",8.607085332,8.728539787,8.659607226,8.529376876,8.634282296,8.733680697,8.607085332,8.728539787,8.659607226,8.529376876,8.634282296,8.733680697
"RASSF4",7.448770052,7.556774723,7.407970308,7.242324808,7.534021161,7.426498024,7.448770052,7.556774723,7.407970308,7.242324808,7.534021161,7.426498024
"LRMDA",7.323268358,7.437010689,7.312167014,7.235163342,7.226471078,7.178193478,7.323268358,7.437010689,7.312167014,7.235163342,7.226471078,7.178193478
"EIF2A",10.20737675,10.12301965,10.3428656,10.25173622,10.25543628,10.1271998,10.20737675,10.12301965,10.3428656,10.25173622,10.25543628,10.1271998
"TATDN1",3.144337396,3.144337396,3.190159796,3.397455746,3.035612963,3.144337396,3.144337396,3.144337396,3.190159796,3.397455746,3.035612963,3.144337396
"TM2D1",7.966886882,8.052070718,8.026958587,7.787543017,8.014184074,7.784582099,7.966886882,8.052070718,8.026958587,7.787543017,8.014184074,7.784582099
"TSSK1B",7.219738818,7.194353222,7.001622586,7.090917419,6.962636022,7.270507962,7.219738818,7.194353222,7.001622586,7.090917419,6.962636022,7.270507962
"IMMP2L",6.184423283,6.1280755,6.016644733,6.008946133,6.009927295,5.991765829,6.184423283,6.1280755,6.016644733,6.008946133,6.009927295,5.991765829
"PIP5K1B",4.569296082,4.529044643,4.669798869,4.658837333,4.471920393,4.604995903,4.569296082,4.529044643,4.669798869,4.658837333,4.471920393,4.604995903
"FCAMR",6.908877433,7.181296966,6.83514095,7.108546228,6.803579718,7.017353893,6.908877433,7.181296966,6.83514095,7.108546228,6.803579718,7.017353893
"NACA4P",6.569546321,6.689085335,6.384021495,6.764715257,6.491711649,6.82536002,6.569546321,6.689085335,6.384021495,6.764715257,6.491711649,6.82536002
"SLC4A11",9.092098505,9.159972622,9.317694993,9.184161795,9.085923645,9.405607999,9.092098505,9.159972622,9.317694993,9.184161795,9.085923645,9.405607999
"PIP4K2B",10.35092397,10.47806122,10.1328467,10.20250906,10.19799573,10.03437384,10.35092397,10.47806122,10.1328467,10.20250906,10.19799573,10.03437384
"PLA2G6",7.589815803,7.758835526,7.544990505,7.564346067,7.460041327,7.632164503,7.589815803,7.758835526,7.544990505,7.564346067,7.460041327,7.632164503
"TSSK6",6.903308444,7.149922079,6.885319124,6.94026336,6.925704287,6.88559513,6.903308444,7.149922079,6.885319124,6.94026336,6.925704287,6.88559513
"SPNS1",11.25048852,11.28159063,11.07686021,11.37721895,11.43554082,11.29964276,11.25048852,11.28159063,11.07686021,11.37721895,11.43554082,11.29964276
"FAM234A",11.34081329,11.42814815,11.3332876,11.26562516,11.2654896,11.35741204,11.34081329,11.42814815,11.3332876,11.26562516,11.2654896,11.35741204
"NCALD",5.355567883,5.450308002,5.224323965,5.100120704,5.26509844,5.456684756,5.355567883,5.450308002,5.224323965,5.100120704,5.26509844,5.456684756
"ARB2A",9.070746908,8.965569327,9.291047323,8.920997673,8.75433696,8.942744466,9.070746908,8.965569327,9.291047323,8.920997673,8.75433696,8.942744466
"BRIP1",8.946511469,8.02389586,8.656767234,9.052986599,8.265847651,8.575239222,8.946511469,8.02389586,8.656767234,9.052986599,8.265847651,8.575239222
"CTTNBP2",6.387599238,6.410914879,6.297528816,6.303614608,6.185620481,6.328582301,6.387599238,6.410914879,6.297528816,6.303614608,6.185620481,6.328582301
"KREMEN1",6.75598729,6.892862727,6.461473648,6.807863098,6.638500124,6.764742456,6.75598729,6.892862727,6.461473648,6.807863098,6.638500124,6.764742456
"CASP7",9.987515379,10.20532136,10.08433028,10.16498444,10.29164101,10.27608467,9.987515379,10.20532136,10.08433028,10.16498444,10.29164101,10.27608467
"TMPRSS13",6.696038988,6.776700439,6.489956147,6.615244101,6.502671725,6.536912007,6.696038988,6.776700439,6.489956147,6.615244101,6.502671725,6.536912007
"B3GNT5",9.796998512,9.520103511,9.914445818,9.970974863,9.936136434,9.787211107,9.796998512,9.520103511,9.914445818,9.970974863,9.936136434,9.787211107
"SLC25A11",11.0863863,10.87187712,10.81531623,10.85031738,10.74897993,10.79551872,11.0863863,10.87187712,10.81531623,10.85031738,10.74897993,10.79551872
"SOX14",7.059711629,6.906151819,6.767967381,7.226442504,7.291375669,7.336359735,7.059711629,6.906151819,6.767967381,7.226442504,7.291375669,7.336359735
"OBSCN",7.651990656,7.722178407,7.391593811,7.683482225,7.48217868,7.71030975,7.651990656,7.722178407,7.391593811,7.683482225,7.48217868,7.71030975
"EMILIN2",10.90478538,11.17548621,10.68367369,10.92031055,10.73677093,10.98301153,10.90478538,11.17548621,10.68367369,10.92031055,10.73677093,10.98301153
"SPOP",9.532202064,9.664539153,9.381702327,9.320934948,9.465594503,9.227516706,9.532202064,9.664539153,9.381702327,9.320934948,9.465594503,9.227516706
"KATNAL1",8.868846018,8.95948761,9.12596861,8.667341443,8.718628865,9.053588868,8.868846018,8.95948761,9.12596861,8.667341443,8.718628865,9.053588868
"MND1",6.461408605,5.953200325,5.841253071,6.801831865,6.15002186,6.057121975,6.461408605,5.953200325,5.841253071,6.801831865,6.15002186,6.057121975
"WDR54",9.377338881,9.337764526,9.170806641,9.156367998,9.152406562,9.086859876,9.377338881,9.337764526,9.170806641,9.156367998,9.152406562,9.086859876
"ADGRV1",4.620955306,4.763797072,4.615646508,4.70132052,4.579084834,4.712919658,4.620955306,4.763797072,4.615646508,4.70132052,4.579084834,4.712919658
"SRPX",12.87899978,13.0454532,12.78290842,12.88986166,13.04877942,12.7775918,12.87899978,13.0454532,12.78290842,12.88986166,13.04877942,12.7775918
"RBM48",8.582149353,8.619892014,9.13264533,8.609561725,8.786652443,8.863355262,8.582149353,8.619892014,9.13264533,8.609561725,8.786652443,8.863355262
"MAGT1",10.17270598,10.42827858,10.35797552,10.48385525,10.47439041,10.37144506,10.17270598,10.42827858,10.35797552,10.48385525,10.47439041,10.37144506
"KIRREL2",7.098536388,7.277434118,6.707571721,7.044139237,6.986367261,7.207109366,7.098536388,7.277434118,6.707571721,7.044139237,6.986367261,7.207109366
"HDHD2",9.058724782,9.060015867,9.444818828,9.60473111,9.313621588,9.494275834,9.058724782,9.060015867,9.444818828,9.60473111,9.313621588,9.494275834
"TEX35",5.827955921,6.27669941,5.888295219,6.022042326,5.787156743,6.008252598,5.827955921,6.27669941,5.888295219,6.022042326,5.787156743,6.008252598
"FHIP1B",8.929972898,8.785716442,8.95806975,8.822069929,8.829087534,8.932220704,8.929972898,8.785716442,8.95806975,8.822069929,8.829087534,8.932220704
"SLC10A7",9.966931506,9.75060395,9.908897343,10.00959382,9.789323255,9.893655055,9.966931506,9.75060395,9.908897343,10.00959382,9.789323255,9.893655055
"PLEKHN1",8.628534982,8.857923748,8.579917455,8.668613726,8.591660383,8.668475144,8.628534982,8.857923748,8.579917455,8.668613726,8.591660383,8.668475144
"TAGLN2",14.17411423,14.07077019,14.12448761,14.26904683,14.23625413,14.19221999,14.17411423,14.07077019,14.12448761,14.26904683,14.23625413,14.19221999
"FAM186B",6.736746223,6.873692833,6.648180718,6.754929679,6.649957261,6.807936387,6.736746223,6.873692833,6.648180718,6.754929679,6.649957261,6.807936387
"HORMAD1",5.056473612,4.925818944,5.31478139,4.999973174,4.881405733,5.01529627,5.056473612,4.925818944,5.31478139,4.999973174,4.881405733,5.01529627
"MYCBPAP",6.859559323,7.437497823,6.766520328,6.605530782,6.71363179,6.202355526,6.859559323,7.437497823,6.766520328,6.605530782,6.71363179,6.202355526
"QRICH2",7.785007801,7.913087378,7.816620108,7.777221409,7.936792904,7.91663606,7.785007801,7.913087378,7.816620108,7.777221409,7.936792904,7.91663606
"FSCB",3.865618218,4.031599216,3.787363985,3.847599915,4.026031479,4.084325537,3.865618218,4.031599216,3.787363985,3.847599915,4.026031479,4.084325537
"TKTL2",6.701976402,6.743466823,5.901669142,6.494417778,6.429208179,6.621886275,6.701976402,6.743466823,5.901669142,6.494417778,6.429208179,6.621886275
"C3orf20",6.765036741,6.743420921,6.464445399,6.638924833,6.559864719,6.767663129,6.765036741,6.743420921,6.464445399,6.638924833,6.559864719,6.767663129
"ANKRD27",9.648846636,9.757555467,9.963936271,9.821422402,9.862398345,9.930831643,9.648846636,9.757555467,9.963936271,9.821422402,9.862398345,9.930831643
"ULK1",9.424473561,9.759393047,9.407301219,9.482443042,9.567577203,9.558850468,9.424473561,9.759393047,9.407301219,9.482443042,9.567577203,9.558850468
"ENKD1",8.446849906,8.516316801,8.332644412,8.418028773,8.433410962,8.54269726,8.446849906,8.516316801,8.332644412,8.418028773,8.433410962,8.54269726
"ZRANB3",7.028647986,7.031412346,7.245053008,6.68163957,6.769666397,6.821909238,7.028647986,7.031412346,7.245053008,6.68163957,6.769666397,6.821909238
"FBXO30",10.53743538,10.69251308,10.80020374,10.40144547,10.50637154,10.48279479,10.53743538,10.69251308,10.80020374,10.40144547,10.50637154,10.48279479
"UXT",10.35878225,10.59273877,10.39457522,10.46706126,10.49530807,10.27476738,10.35878225,10.59273877,10.39457522,10.46706126,10.49530807,10.27476738
"ID2B",2.9440964,3.193209868,3.193209868,3.272470252,3.416465339,3.041584772,2.9440964,3.193209868,3.193209868,3.272470252,3.416465339,3.041584772
"CASP8",7.876045916,8.099980835,8.090692118,8.247842966,8.346498424,8.333051617,7.876045916,8.099980835,8.090692118,8.247842966,8.346498424,8.333051617
"ARL6",6.416929858,6.642835204,6.832281048,6.483756842,6.746547975,6.52105589,6.416929858,6.642835204,6.832281048,6.483756842,6.746547975,6.52105589
"USP44",5.612914387,5.866670948,5.645226403,5.574515441,5.691356053,5.529521683,5.612914387,5.866670948,5.645226403,5.574515441,5.691356053,5.529521683
"SLC41A2",8.536826732,8.57244134,8.693365593,8.349969225,8.649896433,8.378776633,8.536826732,8.57244134,8.693365593,8.349969225,8.649896433,8.378776633
"C4orf17",3.91235993,4.020681128,4.051281181,3.941235906,3.756193579,4.243254832,3.91235993,4.020681128,4.051281181,3.941235906,3.756193579,4.243254832
"PCBD2",6.962333351,6.850097474,7.206991945,7.191621267,6.833986558,7.208593657,6.962333351,6.850097474,7.206991945,7.191621267,6.833986558,7.208593657
"PRAM1",7.077232588,7.250876734,6.891406054,7.052242124,7.016479022,7.138152944,7.077232588,7.250876734,6.891406054,7.052242124,7.016479022,7.138152944
"ZIC4",7.14866553,7.350261446,6.994846747,7.351021587,6.980886322,7.219977,7.14866553,7.350261446,6.994846747,7.351021587,6.980886322,7.219977
"PCGF6",11.75180793,11.6994537,11.54652076,11.80400342,11.65848716,11.74194349,11.75180793,11.6994537,11.54652076,11.80400342,11.65848716,11.74194349
"QRFPR",5.694866485,5.554346503,5.466031078,5.755312721,5.403229763,5.827067911,5.694866485,5.554346503,5.466031078,5.755312721,5.403229763,5.827067911
"EEA1",10.64351223,10.40595548,10.60276905,10.6844789,10.68286702,10.68866173,10.64351223,10.40595548,10.60276905,10.6844789,10.68286702,10.68866173
"BCAR3",9.70756696,9.555602301,9.685434684,9.502866923,9.601018946,9.574395618,9.70756696,9.555602301,9.685434684,9.502866923,9.601018946,9.574395618
"ZNF394",9.299489106,9.469290287,9.233797328,9.194841542,9.29630665,9.284640793,9.299489106,9.469290287,9.233797328,9.194841542,9.29630665,9.284640793
"LRRIQ1",4.558099976,4.793814983,5.016512858,4.667274405,4.435529823,4.6405636,4.558099976,4.793814983,5.016512858,4.667274405,4.435529823,4.6405636
"WDR75",10.53344864,10.18140756,10.63103808,10.50765125,10.50865622,10.52770315,10.53344864,10.18140756,10.63103808,10.50765125,10.50865622,10.52770315
"TOMM40L",8.659316344,8.439555501,8.473911421,8.378178098,8.39216376,8.421994194,8.659316344,8.439555501,8.473911421,8.378178098,8.39216376,8.421994194
"UTP15",8.928748952,8.438072078,9.171325752,9.002440862,8.847908244,8.983156689,8.928748952,8.438072078,9.171325752,9.002440862,8.847908244,8.983156689
"SLC7A6OS",9.021680516,9.032983398,9.032056157,8.968664507,8.965152967,9.016611754,9.021680516,9.032983398,9.032056157,8.968664507,8.965152967,9.016611754
"EVA1A",8.601931952,8.678159304,8.730039677,8.797741346,8.688821936,8.638063934,8.601931952,8.678159304,8.730039677,8.797741346,8.688821936,8.638063934
"ABRAXAS1",8.93733026,8.97473426,9.344505807,9.137561673,9.208967869,9.281063572,8.93733026,8.97473426,9.344505807,9.137561673,9.208967869,9.281063572
"ZNF644",9.438372997,9.332572145,9.838109219,9.710187544,9.732713856,9.83954241,9.438372997,9.332572145,9.838109219,9.710187544,9.732713856,9.83954241
"KAT8",9.068260667,9.161435938,9.133651961,8.903982706,8.867075708,9.041375812,9.068260667,9.161435938,9.133651961,8.903982706,8.867075708,9.041375812
"PPP1R1B",7.934229228,8.035096024,7.7290762,7.923344448,7.926110099,7.865149349,7.934229228,8.035096024,7.7290762,7.923344448,7.926110099,7.865149349
"RNASEH2C",10.89331684,11.16377173,10.69132034,10.84814157,10.74040114,10.85973781,10.89331684,11.16377173,10.69132034,10.84814157,10.74040114,10.85973781
"RPF2",9.801372446,9.623791079,9.751853181,9.910498443,9.333483282,10.15218314,9.801372446,9.623791079,9.751853181,9.910498443,9.333483282,10.15218314
"ANXA9",7.036785271,7.129579357,6.664414023,7.108411319,6.814177735,7.189511144,7.036785271,7.129579357,6.664414023,7.108411319,6.814177735,7.189511144
"BLTP1",6.696245512,6.566920518,7.078038923,6.724279586,7.109703337,6.694510744,6.696245512,6.566920518,7.078038923,6.724279586,7.109703337,6.694510744
"ASCC2",11.08476711,11.06221305,11.0737953,11.04070062,10.91536184,10.95926466,11.08476711,11.06221305,11.0737953,11.04070062,10.91536184,10.95926466
"NLRC5",8.294440826,8.328279811,8.128141525,8.190025518,8.499626573,8.038622906,8.294440826,8.328279811,8.128141525,8.190025518,8.499626573,8.038622906
"C19orf44",8.191785824,8.279049124,8.188139468,8.127810031,8.198289554,8.232445651,8.191785824,8.279049124,8.188139468,8.127810031,8.198289554,8.232445651
"ANTXR1",10.12121236,10.4061833,10.76682181,10.40782998,10.71014136,11.04442205,10.12121236,10.4061833,10.76682181,10.40782998,10.71014136,11.04442205
"STX7",9.633173621,9.376557887,9.743700031,9.478948949,9.628859807,9.634023229,9.633173621,9.376557887,9.743700031,9.478948949,9.628859807,9.634023229
"LOXL4",7.463087992,7.496046254,7.240205537,7.306764547,7.176641302,7.408097775,7.463087992,7.496046254,7.240205537,7.306764547,7.176641302,7.408097775
"POLR1B",9.303339599,8.825967837,9.256938878,9.122076868,9.10303347,9.078077745,9.303339599,8.825967837,9.256938878,9.122076868,9.10303347,9.078077745
"ELMOD3",8.178879078,8.270918923,8.211119986,8.115911328,8.091833591,8.111653448,8.178879078,8.270918923,8.211119986,8.115911328,8.091833591,8.111653448
"SLA2",6.741501243,6.81839722,6.399579983,6.694481268,6.529555258,6.911057704,6.741501243,6.81839722,6.399579983,6.694481268,6.529555258,6.911057704
"SLC49A3",8.777696138,8.893108395,8.529505918,8.798613579,8.70646592,8.863951924,8.777696138,8.893108395,8.529505918,8.798613579,8.70646592,8.863951924
"CMAHP",7.478579674,7.737534732,7.648580024,7.361540316,7.680827679,7.71725564,7.478579674,7.737534732,7.648580024,7.361540316,7.680827679,7.71725564
"CHD6",9.08479566,9.436538478,9.433258462,8.935716174,9.305570034,9.213925682,9.08479566,9.436538478,9.433258462,8.935716174,9.305570034,9.213925682
"ZCCHC7",8.493570924,8.669906743,8.603090716,8.453454835,8.734580611,8.701595026,8.493570924,8.669906743,8.603090716,8.453454835,8.734580611,8.701595026
"FAR1",9.638376907,9.744380936,9.874995565,9.882040658,9.885893766,9.903514553,9.638376907,9.744380936,9.874995565,9.882040658,9.885893766,9.903514553
"SLITRK6",4.628694728,4.631663771,4.40524216,4.48906484,4.543739132,4.472383819,4.628694728,4.631663771,4.40524216,4.48906484,4.543739132,4.472383819
"BFSP2",6.723700419,6.80855421,6.179579347,6.959289042,6.75300177,6.844390874,6.723700419,6.80855421,6.179579347,6.959289042,6.75300177,6.844390874
"METTL25",7.38450918,7.775233526,7.818658825,7.559349091,7.692195472,7.586391163,7.38450918,7.775233526,7.818658825,7.559349091,7.692195472,7.586391163
"CIAO2A",9.985443755,10.10259333,10.09089228,10.05035871,9.984620518,9.80450074,9.985443755,10.10259333,10.09089228,10.05035871,9.984620518,9.80450074
"SETD3",10.57572559,10.54127588,10.75730986,10.73896584,10.77159299,10.71834819,10.57572559,10.54127588,10.75730986,10.73896584,10.77159299,10.71834819
"USP48",9.313844575,9.133969991,9.362225031,9.337184408,9.436946308,9.316921356,9.313844575,9.133969991,9.362225031,9.337184408,9.436946308,9.316921356
"POMK",10.44893652,10.289144,10.55046134,10.61888955,10.48555197,10.54702454,10.44893652,10.289144,10.55046134,10.61888955,10.48555197,10.54702454
"CASP9",8.582285511,8.622614441,8.622340875,8.457534154,8.56847116,8.383772255,8.582285511,8.622614441,8.622340875,8.457534154,8.56847116,8.383772255
"TXNDC2",6.444392614,6.410746604,6.443474464,5.857513115,6.332960425,6.440491956,6.444392614,6.410746604,6.443474464,5.857513115,6.332960425,6.440491956
"MEX3B",9.670658222,9.820365417,10.06110304,9.563902989,9.53505758,9.899941464,9.670658222,9.820365417,10.06110304,9.563902989,9.53505758,9.899941464
"LINC03129",6.745598368,6.757702055,6.919969138,6.529342077,6.580708939,6.690869385,6.745598368,6.757702055,6.919969138,6.529342077,6.580708939,6.690869385
"ZNF541",6.957335583,7.145524525,6.902811541,6.999741019,6.976240636,6.909415651,6.957335583,7.145524525,6.902811541,6.999741019,6.976240636,6.909415651
"TMEM117",7.981903707,8.182395914,8.285765645,7.958091806,7.966868679,8.168675467,7.981903707,8.182395914,8.285765645,7.958091806,7.966868679,8.168675467
"ZMYND12",5.899447503,5.789767579,5.70955662,5.974475113,5.654129532,5.857242053,5.899447503,5.789767579,5.70955662,5.974475113,5.654129532,5.857242053
"WDR24",8.827835862,8.912253518,8.823117356,8.671289641,8.703420189,8.801099295,8.827835862,8.912253518,8.823117356,8.671289641,8.703420189,8.801099295
"SPATC1L",8.711868875,8.83071834,8.634504165,8.587704645,8.685434376,8.742825264,8.711868875,8.83071834,8.634504165,8.587704645,8.685434376,8.742825264
"IQCG",7.076974159,7.38080389,7.369250333,7.092059793,7.152829764,7.112995169,7.076974159,7.38080389,7.369250333,7.092059793,7.152829764,7.112995169
"ZMYND15",7.114009102,7.337279971,6.954891694,7.114733562,7.039299371,7.219792164,7.114009102,7.337279971,6.954891694,7.114733562,7.039299371,7.219792164
"SPATA31H1",6.544891539,6.572523025,6.272635991,6.477556959,6.395718331,6.504938792,6.544891539,6.572523025,6.272635991,6.477556959,6.395718331,6.504938792
"DRC7",6.859145975,6.975498101,6.808296869,6.74220087,6.795962349,6.746519313,6.859145975,6.975498101,6.808296869,6.74220087,6.795962349,6.746519313
"LRRC8C",12.11947135,11.99804033,12.07704745,11.9984404,11.86576338,11.91617826,12.11947135,11.99804033,12.07704745,11.9984404,11.86576338,11.91617826
"TRAF7",11.10619784,11.16939974,11.06786222,10.94631233,11.01244481,11.05548779,11.10619784,11.16939974,11.06786222,10.94631233,11.01244481,11.05548779
"MAF1",9.430496305,9.582795422,9.148968528,9.526508709,9.451204357,9.402257402,9.430496305,9.582795422,9.148968528,9.526508709,9.451204357,9.402257402
"TMEM126A",8.423652374,8.619439923,9.100340039,8.846701112,8.824812405,8.663105354,8.423652374,8.619439923,9.100340039,8.846701112,8.824812405,8.663105354
"RHBDD1",9.510165008,9.628041896,9.795711561,9.613660006,9.474178098,9.738280936,9.510165008,9.628041896,9.795711561,9.613660006,9.474178098,9.738280936
"ATP13A4",4.106964886,4.43844408,4.347668166,4.2849609,4.105670257,4.443911736,4.106964886,4.43844408,4.347668166,4.2849609,4.105670257,4.443911736
"BBOX1",4.1694216,4.317875069,4.265772256,4.239155667,4.236116088,4.238543372,4.1694216,4.317875069,4.265772256,4.239155667,4.236116088,4.238543372
