"Feature","HUVEC_scr_siRNA_1.CEL","HUVEC_USP10_siRNA_DLL4_1.CEL","HUVEC_USP10_siRNA_DLL4_2.CEL","HUVEC_USP10_siRNA_DLL4_3.CEL","HUVEC_USP10_siRNA_2.CEL","HUVEC_USP10_siRNA_3.CEL","HUVEC_scr_siRNA_DLL4_1.CEL","HUVEC_scr_siRNA_DLL4_2.CEL","HUVEC_scr_siRNA_DLL4_3.CEL","HUVEC_USP10_siRNA_1.CEL","HUVEC_scr_siRNA_2.CEL","HUVEC_scr_siRNA_3.CEL"
"DNM1P35",5.963864256,6.019322865,6.025385903,5.855546503,5.949431553,5.517870186,5.796205165,5.86176211,5.814473975,5.558521463,5.537928867,5.930332206
"LOC100128288",4.911869587,4.764097026,4.725301446,4.533090185,4.805949234,4.986931205,4.353942515,4.347539043,3.987289576,4.59039419,4.759187116,4.787208818
"DLG5-AS1",3.561615251,3.749613331,3.48750693,3.50423233,3.582914066,3.487365446,3.753930673,3.509152449,3.857492486,3.245639321,3.459966359,3.581290694
"LOC100128310",4.884463464,4.746491493,4.623207352,4.698630774,4.569464843,4.548222171,4.77414201,4.922230336,4.703268013,4.659180371,4.478728904,4.736052766
"LOC100128317",2.145122009,2.472038228,2.052055785,2.290696745,2.237467178,2.193138458,2.052055785,2.441760967,2.217712309,2.652248995,2.20177312,2.159841119
"LINC03008",5.343024768,5.576231567,5.548631119,5.511891618,5.465645283,5.563887264,5.725140741,5.418596896,5.53267886,5.64175204,5.746367546,5.55900326
"TRAPPC3L",3.053678761,3.060374195,3.302749134,3.292309326,3.593738427,3.296621478,3.305940522,3.51605654,3.656727521,3.373982746,3.305876909,3.148452581
"LOC100128340",5.293197304,5.459354789,4.335476863,5.010521081,4.937073369,4.274333454,5.413767612,5.177312233,5.305522289,4.959510509,4.905583512,4.898491424
"LOC100128361",4.711368449,4.704374082,4.467180972,4.468847364,4.50646883,4.578055603,4.743276534,4.536813574,4.830387507,4.605008836,4.650659468,4.814623492
"LINC00696",4.985770585,4.84573972,4.63778592,4.87088449,4.807818306,4.840787812,5.012542232,4.761909029,4.866781882,4.952910753,4.950612573,4.595764414
"FAM225B",4.231944898,4.463251801,4.249218609,4.157735795,4.142731827,3.899092897,3.332020009,4.11491842,4.078673207,3.957394688,4.25747866,4.136408661
"ARHGAP42-AS1",3.778427566,3.783623387,3.894578214,3.729439913,3.679434102,3.800734474,3.743739808,3.654966095,3.672077182,3.732341574,3.667188117,3.401502244
"LINC00892",3.922852577,3.474438746,3.505849068,3.512620079,3.155225428,3.605571721,3.404016954,3.419549544,3.626433075,3.768327256,3.650362782,3.50055997
"LOC100128494",6.032727271,6.185828599,6.132343838,6.297283061,6.138675142,6.333552166,6.328016934,6.105054778,5.878168797,5.974032621,6.179621639,6.150606112
"SCP2D1-AS1",2.746011464,2.840910392,2.302510417,2.465801544,2.540365784,2.542246716,2.644380442,2.280419709,2.529854603,2.639536786,2.502525989,2.52191958
"ASTN2-AS1",3.146581269,3.074669513,2.941062333,3.010953853,3.120854991,2.949078712,3.07580896,2.961897051,2.89393353,3.193173509,3.16087629,2.990452076
"NEBL-AS1",3.860794192,3.95761124,4.068936697,4.01073481,4.089990474,4.208443191,4.227444731,4.306964042,3.803333036,4.001716047,3.921566745,4.309656996
"KIAA1671-AS1",5.020207471,5.246812034,5.530494442,5.030647901,5.116962786,5.685831478,5.744524895,5.413841439,5.240578439,4.945688989,5.231341186,5.424850594
"MIR29B2CHG",4.907553991,4.954895984,5.048922179,5.008745095,4.926965939,5.336220339,5.054582428,5.013719562,5.145066135,5.039593956,4.866719792,4.857586515
"LINC02347",4.176718754,4.439586486,4.153667097,4.406293122,4.138384211,4.164782692,4.292945692,4.238258971,4.037369643,4.019245745,4.509977438,4.435031841
"MYHAS",3.441707021,3.784990945,3.618855619,3.553243714,3.540997534,3.714718324,3.863032986,3.725376047,3.622440285,3.700924507,3.536593115,3.627440821
"TEKTIP1",6.243239398,6.469423777,6.256524789,6.317974657,6.099527539,6.280991128,6.476282929,6.439916593,6.354819161,6.07038077,6.21684151,6.207202998
"SLC8A1-AS1",2.201242821,2.451794007,2.524311118,2.101673674,2.395147306,2.072235655,2.409302196,2.35781982,2.297621535,2.487462814,2.450074871,2.461141319
"LOC100128593",5.039511479,5.447750456,5.492936446,5.625650032,5.225780386,5.256463259,5.740755769,5.276686597,5.717379995,5.574144985,5.44831884,5.360687408
"TMSB15B-AS1",5.12280286,4.697836797,4.828701025,4.748615958,4.503015709,4.786190729,4.921294677,4.905694565,4.782406155,4.798647337,4.644266313,4.814506164
"ACVR2B-AS1",4.284385285,4.173064622,4.075828364,4.040562839,4.103709679,3.519593082,4.010752929,4.061899346,4.258434202,4.107288626,3.91250782,4.078822251
"LOC100128653",3.968945125,4.216960278,4.617763134,4.131833589,4.302386024,3.958724273,4.173164118,4.330991573,4.150173083,3.821724967,4.33858861,4.081483468
"HPN-AS1",3.982268222,3.953142802,4.20891907,3.831345955,3.953327413,3.936454286,3.919201724,3.833476458,3.972683586,3.95543987,4.200895657,3.991608563
"LINC01531",3.857703243,3.580342046,3.677838878,3.796417462,3.790340979,3.98791803,3.933129027,3.781025217,3.727125958,3.65946107,4.213722327,4.151566869
"LINC02346",3.749440591,3.83506636,3.473442238,3.708443775,4.05888092,3.821915128,3.622626158,3.47960712,3.474897446,3.828163304,4.022058776,3.798665166
"OST4",11.76250541,11.66001504,11.69689031,11.78226818,11.69658688,11.55622654,11.65836717,11.61794782,11.64176714,11.72960892,11.66847248,11.6053954
"RBPMS-AS1",4.193476506,4.38618392,3.965454191,3.589292047,3.736433056,3.762895601,4.170845862,4.153335739,4.134102933,4.263688072,3.996728752,4.31183496
"LOC100128770",3.852017922,3.790259165,3.705616131,4.003668078,3.654190533,3.881609113,3.599928196,3.76051886,3.78204857,3.861618768,3.77761227,4.233293823
"ERCC6L2-AS1",4.083897288,3.63003713,3.769277952,4.051187643,4.042147463,4.108999223,3.863723053,3.992977697,3.479026935,3.991499439,3.647939106,3.608267854
"LINC01349",3.015793806,3.505413648,3.517631536,3.388600613,2.767538002,3.216821988,3.179156198,3.286047046,3.191922527,2.817891874,3.080690149,3.402992134
"SRRM2-AS1",4.064381225,4.314986989,4.239409757,4.103109397,3.768906409,3.916482579,4.402913558,4.058009675,4.024988037,4.309929153,4.378965027,4.378627428
"GPR158-AS1",4.568571981,4.608140669,4.514384557,4.23433953,4.129615147,4.444221596,4.556793743,4.472064772,4.369651837,4.48427213,4.383202554,4.484753247
"LINC01003",5.319803021,6.074811137,5.658532158,5.635023903,5.537513843,5.595128027,5.31162319,5.3073141,5.557538722,5.637391634,5.724983578,5.717203109
"LINC01165",4.643274876,4.424297521,4.440216426,4.359167537,4.359167537,4.531627372,4.393218822,4.693317638,4.573363602,4.473903433,4.559768649,4.383698073
"VPS9D1-AS1",7.810291069,7.420619197,7.269867761,7.616532844,7.624009628,7.570085212,7.518211538,7.595955123,7.614209758,7.638769838,7.717368299,7.850275952
"LOC100128885",2.934173512,2.869394329,2.903371191,2.78052608,3.288011763,3.306669063,3.115482426,2.701644174,2.807208575,3.355218966,2.826135907,2.722602469
"FAM66B",4.64854428,4.39227424,3.49726628,4.664736018,3.263549362,4.059093976,3.805419711,3.95231189,4.010626261,4.028057714,4.460041229,4.46162254
"GATA6-AS1",5.021424465,4.842413967,5.121809076,4.609475859,4.591873578,4.699782852,4.801081649,4.944499188,4.691777604,5.055546192,4.664653239,4.847761995
"LINC01960",4.917494395,4.441604612,4.931455702,4.704080266,4.495574528,4.4705991,5.501158225,4.71165581,4.807383172,4.6766403,4.672923962,4.639256111
"CIROP",5.019367665,4.944880977,4.658094131,5.064915175,4.603462378,4.77683746,4.866983438,4.77170581,5.048975831,4.535500118,5.177671959,4.784827095
"ZBTB42",4.846726198,4.557149381,4.450994816,4.819684009,4.411541626,5.282196578,4.892611381,4.540750722,4.679446118,4.69116455,4.8449771,5.01229247
"LINC01310",5.147431303,5.343611499,5.293748224,5.157683862,5.230244589,5.229079046,5.533099812,5.432506189,5.277403465,5.313716712,5.220696946,5.304926395
"MAPT-AS1",2.254092104,2.267816965,2.754078743,2.083437663,2.211942823,2.465136561,2.420503114,2.549909342,2.545614049,2.595711289,2.310824317,2.375605809
"LOC100128988",2.770365131,2.607714833,2.736830892,2.749028709,2.859710329,2.728620117,2.831650136,2.92672628,2.760596412,2.837713882,2.510643846,2.768373785
"C20orf181",5.691478234,5.558555234,5.452938542,5.53899918,5.53088075,5.182952595,5.396448291,5.509098562,5.310127467,5.108541799,5.460068644,5.967883037
"PCBP3-AS1",6.434919961,6.596192537,6.647824559,6.446687883,6.370921824,6.46391301,6.968160636,6.556673586,6.389762323,6.25602148,6.674129974,6.405696949
"PKP4-AS1",2.730687092,3.083578482,3.020489394,3.147695193,3.077945751,3.514445684,3.158273578,2.991515943,3.156540552,2.829593096,3.326302482,3.315096362
"LOC100129034",8.23908143,8.254744663,8.07066606,8.201739048,8.157135371,8.185881349,8.365018149,8.350829019,8.512976942,8.101151031,8.287678863,8.21579165
"BCAR3-AS1",4.566420457,4.737556073,4.528826552,4.700110648,4.318382013,4.539684009,4.553787233,4.14575543,5.098889873,4.69029803,4.594431358,4.711423532
"CCNYL4",2.731399135,2.483277506,2.636181198,2.660657703,2.537774787,2.771730041,2.642873147,2.598244167,2.835141497,3.136551342,2.655197768,2.357655763
"SEMA3F-AS1",4.908111874,5.063445075,5.097162701,5.145790587,5.025449853,5.036060817,5.107096406,4.991584969,5.077219666,5.090825402,5.132126304,5.07509992
"LINC03062",4.423273514,4.032894208,3.812318361,4.498756722,4.141553905,4.155067558,4.213458781,4.111429423,4.479474299,4.432092494,4.395204644,4.413691311
"KTN1-AS1",4.480381748,4.281377095,4.095966551,3.945852544,4.08447725,4.306497012,4.831947443,4.471972185,4.551411992,4.274752148,4.265014628,4.40238568
"SIGLEC10-AS1",4.680400349,4.568934098,4.363835439,4.544882751,4.498350068,4.255917588,4.511868745,4.540111071,4.765389504,4.423840862,4.631971957,4.657020192
"BTNL10P",5.02882731,4.991427919,4.860557209,5.076074817,4.709934096,4.930253685,4.823079197,4.577128006,5.184286326,4.911797255,4.851133927,5.18579703
"LOC100129098",3.664732785,3.70652203,3.820262908,3.510202729,3.582687284,3.751256915,4.235271741,4.093197388,3.753477137,3.913170479,3.52408479,3.955787666
"KHDC1L",4.402183527,4.890318205,4.674430887,4.22424852,4.380834596,4.090474135,4.786669987,4.676335572,4.293417224,4.758419145,4.461554343,4.489465421
"TDH-AS1",5.789982527,5.662873246,5.793654452,5.881095624,5.611081147,5.830352037,5.534178949,5.538104874,5.87543475,5.528550861,5.573737812,5.740216505
"THAP3P1",3.315564717,4.133148188,4.059244595,3.886757096,3.747094542,4.569179102,4.249797963,4.504912825,4.239021876,4.217825292,3.740144918,4.177636197
"LOC100129175",3.184757853,3.134649309,2.990381491,3.372879432,2.962606485,2.873079881,3.135267459,3.042468081,3.025631076,2.795792607,2.843822427,3.147949827
"ZSCAN16-AS1",4.2546359,4.245680676,4.546641494,4.334204952,4.470310129,4.591110561,4.282046763,4.340347922,4.469125172,4.558003439,4.316867028,4.311220789
"MATN1-AS1",4.471955882,4.804255642,4.811095421,4.541384899,4.7283079,4.811727948,4.803943422,4.312254583,4.417297239,4.644164131,4.862600944,4.779429676
"SLC39A12-AS1",3.756118558,3.456145584,3.286869432,3.480078761,3.556356441,3.563636016,3.260627744,3.759308081,3.49463527,3.436990274,3.5713608,3.46105931
"LOC100129215",5.024339376,5.270744044,5.157802957,4.997451609,5.281805953,5.053252338,5.197787838,5.266680811,5.342653611,4.942514679,5.325412396,5.423287229
"THCAT155",3.515564707,3.743431561,3.724610688,3.418385759,3.487140627,3.679355684,3.55482346,3.92034983,3.759711914,3.420630045,3.759757995,3.523678086
"LINC01160",3.335025562,3.526577245,3.312369634,4.142089195,3.752358525,3.884307374,3.552103137,4.048080313,3.64826038,3.502192732,4.263184925,3.557884695
"KPLCE",2.798673267,2.305671263,2.50210575,2.796404254,2.52696897,2.838085371,2.940021158,2.250732414,2.7102379,2.769693578,2.343045072,2.835746216
"TDRD15",2.61980785,2.514182251,2.22680841,2.326068327,2.406395109,2.416489607,3.026592805,2.399470077,2.736422363,2.345147455,2.616270467,2.47153617
"CD200R1L-AS1",2.925239254,3.049470279,3.381477452,3.226333968,3.197542817,3.007389199,2.816080776,3.207585071,3.299373334,3.052862851,3.211387885,3.517324547
"LOC100129307",4.973169999,5.065270511,4.667205916,4.730454097,4.843219282,4.807643683,4.805083022,4.892905766,4.867148667,4.778107162,4.775658368,4.448524526
"LOC100129316",3.948960808,4.151024801,4.05431532,4.023736537,3.786726074,3.794110446,4.073362947,4.065942706,4.348578417,3.917999234,4.061833428,3.979432707
"LINC02291",2.479663123,2.886879892,2.681421085,2.517947061,2.612918443,2.75021082,2.294430864,2.546351414,2.42980834,2.352336621,2.624428974,2.426109215
"LINC00484",4.648838423,4.744052372,4.516766854,4.459945087,4.302775028,4.525286481,4.554147014,4.378737118,4.430312175,4.372840645,4.243509736,4.394193143
"NRADDP",4.877740021,4.647716308,4.911513521,4.856450443,4.876069054,4.850676903,5.073962116,4.48916915,4.582756061,4.575776958,4.906520504,4.824665282
"SMIM10L1",7.279677799,7.531410691,7.360354412,7.459031586,7.40466369,7.644990416,7.211066175,7.234274892,7.167846737,7.466293425,7.32075698,7.232187848
"LINC03041",2.049255071,2.354148394,2.45522466,2.277574622,2.39913545,2.13127757,2.665316447,2.205753984,2.147483223,2.456458761,2.209268646,1.961455082
"GABPB1-AS1",5.558203734,5.123504352,5.51289019,5.369418068,5.53709711,5.642368646,5.445627259,5.496251305,5.117582612,5.680807519,5.400047217,5.431793316
"RPL19P12",3.100794124,3.024570132,3.154972081,3.031913079,3.130282027,3.101704383,3.625611694,3.17760146,3.076509324,3.426500578,3.088054025,3.216528075
"DDC-AS1",5.353770969,5.4216253,5.424999245,5.331167033,5.209601026,5.736623681,5.589455863,5.072846262,5.345537568,5.511824434,5.427298669,5.28551557
"LOC100129434",7.55765688,7.279463076,7.502390975,7.429757295,7.689726245,7.531170334,7.121891249,7.459777391,6.95860219,7.48808851,7.650898372,7.573022295
"LOC100129455",5.303117047,5.572268334,5.263747702,5.579876613,5.259684926,5.388964757,5.359096166,5.511266946,5.233226928,5.294409519,5.365200722,5.592645222
"DPY19L1P1",4.550280098,4.163953618,4.077139405,4.539691215,4.366737541,4.697168893,3.984357863,4.899667553,4.707733494,4.656853929,4.466938801,4.766557094
"LYRM4-AS1",6.273167701,6.252391874,6.181534396,6.089072818,6.189327815,5.981442492,6.700619332,6.335644248,6.561659442,6.027663689,6.065434338,6.290677686
"LINC01546",3.25974758,3.323333228,3.400139742,3.808854733,3.947813489,3.491117966,3.562469806,3.713073006,3.244226232,3.165880334,3.322954273,3.621977323
"MKRN2OS",3.094586306,3.049181169,3.104966368,3.185447135,3.049142088,3.241938174,3.052806961,3.128293082,2.970763784,3.302656117,3.212206502,3.527657467
"ZNF37BP",5.033668305,4.488613523,3.522678192,3.90352271,5.217685181,4.771694496,4.292947109,3.377723604,3.344089252,4.776101043,3.556562637,4.03853128
"LINC02983",5.821423129,5.768296837,5.705765506,5.871096941,5.546602547,5.493644817,5.798140196,5.857553717,5.767003101,5.835273706,5.633845282,5.761654821
"LINC02012",5.250603275,4.955626647,5.344081158,4.735674993,5.048638486,5.038800727,5.221999286,5.165823345,4.998905486,4.814019008,5.054804144,5.143832288
"SOD2-OT1",3.328657696,4.567270152,3.969588905,3.598160108,3.712235777,4.001657093,4.052963564,3.970528708,3.802849655,3.633910734,3.939433154,3.653238937
"TEX13C",3.623439042,3.539467561,3.346922064,3.492315907,3.289373007,3.371014902,3.469273291,3.540152112,3.244596775,3.512960894,3.538503561,3.446119664
"LOC100129534",4.963573855,5.057546164,5.022674912,5.055409575,5.099011103,4.919381765,4.825961645,5.020098268,5.222486392,5.003146039,5.148977918,4.934998108
"ZNF730",5.309140542,5.249127876,5.16078771,5.290892987,5.600265534,6.05487169,4.409483926,4.425529812,4.576966106,5.96684049,5.737749166,5.310150842
"LINC02035",5.286545209,4.988967671,4.673828244,4.339171348,4.229268547,4.878406222,5.525581809,5.6293017,5.797204441,4.503507596,4.945151486,5.65078837
"LINC00462",2.448143981,2.620684791,2.737230899,2.912257983,2.63244619,2.427526814,2.684469665,2.899560571,2.713758163,2.537616591,2.606564804,2.778729048
"LOC100129603",4.461996047,4.389210061,4.324356741,4.439287419,4.490547418,4.464558268,4.458534546,4.439546425,4.451285203,4.415103836,4.607243631,4.692245971
"LOC100129617",4.284848692,4.407779311,4.749923999,4.565886986,4.787650547,4.789590158,4.568040104,4.367861866,4.614855274,4.307313747,4.520814422,4.405736726
"PLPPR5-AS1",3.009454998,3.012372905,2.628773028,3.06159446,2.911817745,2.928642541,2.907117298,3.327435734,3.357361476,2.703513906,3.0792271,3.124607717
"OR2W1-AS1",3.846014051,3.818536362,3.916369446,3.777056795,3.788036854,3.735999383,3.835332545,3.909578786,3.945123002,3.978284039,3.858775026,3.728645828
"TCF24",4.472730181,4.612280574,4.372114698,4.674265404,4.347807184,4.631823485,4.700759914,4.648921853,4.645934083,4.673733795,4.75547701,4.636858481
"FGF13-AS1",2.977934532,2.540320736,2.982809333,2.732172794,2.611433916,2.719847646,3.132913351,2.817769301,2.953695728,2.642543974,2.874168168,2.670282823
"IZUMO3",2.523215631,2.647110321,2.475110134,2.930106666,2.475743789,2.417003325,2.415951089,2.800878122,2.563912396,2.617882519,2.60108056,2.686863274
"LOC100129697",5.222232416,5.069664535,4.998457728,5.069322588,4.934263889,4.913256301,5.22359581,5.088507464,5.128027436,5.07812412,5.103389061,5.22873821
"ARRDC3-AS1",3.472713081,3.757037323,3.678857951,3.807258619,3.616482205,3.332532082,3.773651562,3.52213351,3.825441623,3.697746608,3.747669835,3.599586887
"MAPRE3-AS1",3.641774652,3.604343564,3.758033044,3.798248343,3.521473171,3.716163005,3.742951259,3.683622844,3.724037131,3.728802189,3.684022381,3.761597103
"LINC01126",3.961998171,3.701786827,4.12304942,4.164826954,3.773347907,4.041483614,4.317112464,4.212877374,4.040595012,3.966116908,3.602275492,3.81454096
"MIR193BHG",5.516079169,5.087306388,5.447397872,5.376968452,5.326539844,5.05454548,4.895350281,5.284494417,5.229121787,5.122578717,5.211852485,5.78392115
"CCDC152",4.839694131,4.894248475,4.502225429,4.560634011,5.020318111,4.826844776,4.685984203,4.350690638,4.837862175,4.796529929,4.860298094,4.752367045
"SLC25A21-AS1",5.136238411,5.209596466,4.84068904,5.081663494,4.952138452,4.973245492,5.199231783,4.86378211,5.078206921,4.745881395,4.872426633,4.929901102
"IRAG1-AS1",3.811577371,3.572285509,3.797849866,3.758252165,3.82735931,3.610226084,4.297593924,3.557821569,4.10244832,3.697631115,3.965297528,3.515232058
"COL4A2-AS2",4.550767468,4.265300954,4.34118775,4.193367942,4.259707813,4.237753994,4.497665457,4.12975445,3.880956385,4.144105743,4.468808914,4.153095928
"ZNF737",4.553978629,5.472293504,4.798363105,5.269594684,5.692038697,5.158555193,4.903910432,4.924630426,4.908591208,5.175443349,4.377966343,4.722464375
"PCOLCE-AS1",4.549799512,4.547474658,4.613084491,4.397715284,4.597096185,4.158079215,4.890748233,4.48596171,4.812374682,4.581484426,4.633991344,4.645093813
"SCOC-AS1",4.035554,4.003261553,4.272381061,4.466994043,3.607090138,4.057489037,4.232231588,4.106306403,4.097937826,3.942190495,3.709430934,3.862972168
"TMEM269",3.431005052,3.644633462,3.491169106,3.540450939,3.516903234,3.722460947,3.758017889,3.417405862,3.685733775,3.249753909,3.478666147,3.62296877
